id,"name","description","chebi_name","chebi_id","created_at","updated_at",creator_id,updater_id,"chebi_definition"
262,"anti enterotic",NULL,NULL,NULL,"2012-04-10 10:05:17","2012-04-10 10:05:17",NULL,NULL,NULL
263,"anti enuretic","An agent that prevents discharge of urine. Involuntary discharge of urine is a condition known as enuresis.
",NULL,NULL,"2012-04-10 10:05:17","2015-11-11 02:32:13",NULL,NULL,NULL
264,"anti enzymatic","An agent or substance that inhibits or counteracts the action of an enzyme.
",NULL,NULL,"2012-04-10 10:05:17","2015-11-11 02:32:11",NULL,NULL,NULL
265,"anti epileptic",NULL,"pharmaceutical","52217","2012-04-10 10:05:17","2015-10-27 17:49:14",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
266,"anti episiotomic","An agent, such as an anti-inflammatory drug, used to treat an episiotomic tear after childbirth.
",NULL,NULL,"2012-04-10 10:05:17","2015-11-11 02:32:17",NULL,NULL,NULL
267,"anti epitheleomic",NULL,NULL,NULL,"2012-04-10 10:05:17","2012-04-10 10:05:17",NULL,NULL,NULL
268,"anti erythemic",NULL,"dermatologic drug","50177","2012-04-10 10:05:18","2015-10-27 17:49:15",NULL,NULL,"A drug used to treat or prevent skin disorders or for the routine care of skin."
269,"anti escherichic","An antibody binding to Escherichia specific targets.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:17",NULL,NULL,NULL
270,"anti esherichic",NULL,NULL,NULL,"2012-04-10 10:05:18","2012-04-10 10:05:18",NULL,NULL,NULL
271,"anti esophagitic","An anti-inflammatory agent used to treat inflammation of the esophagus.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:17",NULL,NULL,NULL
272,"anti estrogenic",NULL,"inhibitor","35222","2012-04-10 10:05:18","2015-10-27 17:49:15",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
273,"anti exudative","An agent that relieves the oozing of fluid or other materials from cells and tissues, which may be a result of inflammation or injury.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:15",NULL,NULL,NULL
274,"anti fatigue",NULL,"pharmaceutical","52217","2012-04-10 10:05:18","2015-10-27 17:49:16",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
275,"anti feedant","Any substance that inhibits normal feeding behaviour. A naturally occurring substance in certain plants that adversely affects insects or other animals that eat them.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:18",NULL,NULL,NULL
276,"anti fertility","An agent or substance that inhibits the ability to produce offspring. A contraceptive.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:11",NULL,NULL,NULL
277,"anti fibrinolytic","Lysine-like drugs that interfere with the formation of the fibrinolytic enzyme plasmin from its precursor plasminogen by plasminogen activators which takes place mainly in lysine rich areas on the surface of fibrin. These drugs block the binding sites of the enzymes or plasminogen respectively and thus stop plasmin formation.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:18",NULL,NULL,NULL
278,"anti fibromyalgic",NULL,"pharmaceutical","52217","2012-04-10 10:05:18","2015-10-27 17:49:16",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
279,"anti fibrosarcomic","An agent or drug that acts to stunt proliferation of sarcoma in which the predominant cell type is a malignant fibroblast.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:11",NULL,NULL,NULL
280,"anti fibrositic","An agent, such as an anti-inflammatory agent, that relieves inflammation, degeneration, or metabolic derangement of connective tissue structures (especially joints and related structures). 
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:17",NULL,NULL,NULL
281,"anti fibrotic","An agent that stunts excessive formation of fibrous connective tissue in an organ or tissue during a reparative or reactive process.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:16",NULL,NULL,NULL
282,"anti filarial","An agent destructive to filariae, which cause lymphatic filariasis.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:11",NULL,NULL,NULL
283,"anti flatulent",NULL,"pharmaceutical","52217","2012-04-10 10:05:18","2015-10-27 17:49:17",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
284,"anti flu",NULL,"antiviral agent","22587","2012-04-10 10:05:18","2015-10-27 17:49:17",NULL,NULL,"A substance that destroys or inhibits replication of viruses."
285,"anti fumitory",NULL,NULL,NULL,"2012-04-10 10:05:18","2012-04-10 10:05:18",NULL,NULL,NULL
286,"anti furuncular","An agent that relieves skin sores.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:15",NULL,NULL,NULL
287,"anti galactagogue","An agent, such as a herbal extract, that prevents or decreases the secretion of milk in nursing mothers.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:17",NULL,NULL,NULL
288,"anti gallstone","An agent, dietary or medical, that prevents the formation of gallstones.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:16",NULL,NULL,NULL
289,"anti gargantitic",NULL,NULL,NULL,"2012-04-10 10:05:18","2012-04-10 10:05:18",NULL,NULL,NULL
290,"anti gastric","An antibody to gastric parietal cells, associated with auitoimmune gastritis and pernicious anaemia.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:18",NULL,NULL,NULL
291,"anti gastrisecretogogic",NULL,NULL,NULL,"2012-04-10 10:05:18","2012-04-10 10:05:18",NULL,NULL,NULL
292,"anti gastritic","An anti-inflammatory agent that relieves inflammation of the stomach lining.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:17",NULL,NULL,NULL
293,"anti gastrotic",NULL,"gastrointestinal drug","55324","2012-04-10 10:05:18","2015-10-27 17:49:18",NULL,NULL,"A drug used for its effects on the gastrointestinal system, e.g. controlling gastric acidity, regulating gastrointestinal motility and water flow, and improving digestion."
294,"antigenic","A substance that when introduced into the body stimulates the production of an antibody. Antigens include toxins,bacteria, foreign blood cells, and the cells of transplanted organs.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:10",NULL,NULL,NULL
295,"anti genotoxic",NULL,"pharmaceutical","52217","2012-04-10 10:05:18","2015-10-27 17:49:18",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
296,"anti giardial","An agent or drug used to treate instestinal infection caused by Giardia intestinalis.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:11",NULL,NULL,NULL
297,"anti gibberellin",NULL,"inhibitor","35222","2012-04-10 10:05:18","2015-10-27 17:49:19",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
298,"anti gingivitic",NULL,"pharmaceutical","52217","2012-04-10 10:05:18","2015-10-27 17:49:19",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
299,"anti glaucomic","An agent, nutritional or medical, used to treat damage of the optic nerve and vision loss.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:16",NULL,NULL,NULL
300,"anti gliomic","An agent or drug that acts to stunt proliferation of glioma, a malignant tumor of the glial tissue of the nervous system.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:11",NULL,NULL,NULL
301,"anti glossitic","An agent that relieves inflammation of the tongue, or glossitis.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:14",NULL,NULL,NULL
302,"anti glucuronidase",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:18","2015-10-27 17:49:20",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
303,"anti glutamaergic","An agent or drug that modulates the transmission of glutamate, or inhibits glutamate currents, for muscle relaxation, antiseizure, or neuroprotective effects. May be used for ALS.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:11",NULL,NULL,NULL
304,"anti glycosation",NULL,NULL,NULL,"2012-04-10 10:05:18","2012-04-10 10:05:18",NULL,NULL,NULL
305,"anti glycosuric","An agent that prevents the excess accumulation of sugar in urine, as in diabetes.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:13",NULL,NULL,NULL
306,"anti goiter",NULL,"pharmaceutical","52217","2012-04-10 10:05:18","2015-10-27 17:49:20",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
307,"anti gonadotrophic",NULL,NULL,NULL,"2012-04-10 10:05:18","2012-04-10 10:05:18",NULL,NULL,NULL
308,"anti gonadotropic","An agent or drug which suppresses the activity and/or downstream effects of one or both of the gonadotropins, follicle-stimulating hormone (FSH) and luteinizing hormone (LH). Used in treatment of hormonally-sensitive cancers, to delay precocious puberty and puberty in transgender youth, as a form of chemical castration to reduce the sex drives of individuals (namely males) with hypersexuality or pedophilia, and to treat estrogen-associated conditions in women such as menorrhagia and endometriosis.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:11",NULL,NULL,NULL
309,"anti gout",NULL,"pharmaceutical","52217","2012-04-10 10:05:18","2015-10-27 17:49:21",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
310,"anti granular",NULL,NULL,NULL,"2012-04-10 10:05:18","2012-04-10 10:05:18",NULL,NULL,NULL
311,"anti granulocytopenic",NULL,NULL,NULL,"2012-04-10 10:05:18","2012-04-10 10:05:18",NULL,NULL,NULL
312,"anti grey","An agent that prevents hair whitening.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:13",NULL,NULL,NULL
313,"anti glucose-tolerance-factor","An antibody binding glucose tolerence factor (GTF), which is a dietary agent with high insulin mimetic and insulin potentiating activity.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:17",NULL,NULL,NULL
314,"anti halitosic","An agent that relieves bad breath.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:14",NULL,NULL,NULL
315,"anti hangover",NULL,"pharmaceutical","52217","2012-04-10 10:05:18","2015-10-27 17:49:21",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
316,"anti heartburn","An agent that relieves the effects caused by acid regurgitation into the esophagus.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:15",NULL,NULL,NULL
317,"anti helicobacter",NULL,"antibacterial agent","33282","2012-04-10 10:05:18","2015-10-27 17:49:22",NULL,NULL,"A substance that kills or slows the growth of bacteria."
318,"anti hematuric","An agent that prevents the release of blood into urine.
",NULL,NULL,"2012-04-10 10:05:18","2015-11-11 02:32:14",NULL,NULL,NULL
319,"anti hemolytic",NULL,"hematologic agent","50248","2012-04-10 10:05:18","2015-10-27 17:49:23",NULL,NULL,"Drug that acts on blood and blood-forming organs and those that affect the hemostatic system."
320,"anti hemophilic",NULL,"hematologic agent","50248","2012-04-10 10:05:18","2015-10-27 17:49:23",NULL,NULL,"Drug that acts on blood and blood-forming organs and those that affect the hemostatic system."
321,"anti hemorrhagic",NULL,"hematologic agent","50248","2012-04-10 10:05:18","2015-10-27 17:49:24",NULL,NULL,"Drug that acts on blood and blood-forming organs and those that affect the hemostatic system."
322,"anti hemorrhoidal",NULL,"pharmaceutical","52217","2012-04-10 10:05:18","2015-10-27 17:49:24",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
323,"anti hepatitic",NULL,"hepatoprotective agent","62868","2012-04-10 10:05:18","2015-10-27 17:49:25",NULL,NULL,"Any compound that is able to prevent damage to the liver."
324,"anti hepatoadenomic",NULL,"antineoplastic agent","35610","2012-04-10 10:05:18","2015-10-27 17:49:27",NULL,NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
325,"anti hepatocarcinogenic",NULL,"antineoplastic agent","35610","2012-04-10 10:05:18","2015-10-27 17:49:28",NULL,NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
326,"anti hepatomic",NULL,"antineoplastic agent","35610","2012-04-10 10:05:18","2015-10-27 17:49:30",NULL,NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
327,"anti hepatotic",NULL,"hepatoprotective agent","62868","2012-04-10 10:05:18","2015-10-27 17:49:31",NULL,NULL,"Any compound that is able to prevent damage to the liver."
328,"anti hepatotoxic",NULL,"hepatoprotective agent","62868","2012-04-10 10:05:18","2015-10-27 17:49:31",NULL,NULL,"Any compound that is able to prevent damage to the liver."
329,"anti herpetic",NULL,"antiviral agent","22587","2012-04-10 10:05:18","2015-10-27 17:49:32",NULL,NULL,"A substance that destroys or inhibits replication of viruses."
330,"anti hiccup","An agent that relieves hiccups, or the involuntary contraction of the diaphragm.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:14",NULL,NULL,NULL
331,"anti histaminic",NULL,"histamine antagonist","37956","2012-04-10 10:05:19","2015-10-27 17:49:32",NULL,NULL,"Histamine antagonists are the drugs that bind to but do not activate histamine receptors, thereby blocking the actions of histamine or histamine agonists."
332,"anti histoplasmotic","An anti-fungal agent used to treat infections caused by breathing in spores of a fungus often found in bird and bat droppings.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:17",NULL,NULL,NULL
333,"anti HIV",NULL,"antiviral agent","22587","2012-04-10 10:05:19","2015-10-27 17:49:33",NULL,NULL,"A substance that destroys or inhibits replication of viruses."
334,"anti HIV-integrase",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:19","2015-10-27 17:49:34",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
335,"anti homocysteine",NULL,"inhibitor","35222","2012-04-10 10:05:19","2015-10-27 17:49:34",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
336,"anti homocystinuric","An antibody used to detect  abnormal accumulation of homocysteine and its metabolites in blood and urine, a condition known as homocystinuria.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:18",NULL,NULL,NULL
337,"anti hot-flash","An agent or hormone, such as estrogen, used to treat hot flashes, or sudden feelings of feverish heat, typically as a symptom of menopause.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:11",NULL,NULL,NULL
338,"anti hydrocoele","An agent that relieves abnormal accumulation of fluid in the scrotum, within a thin membrane adjacent to the testicle called the processus or tunica vaginalis.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:14",NULL,NULL,NULL
339,"anti hydrophobic","An agent that prevents the aggregation of hydrophobic substances in aqueous solution.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:13",NULL,NULL,NULL
340,"anti hyperactivity","An agent or drug, which may be a stimulant, used to treat ADHD.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:11",NULL,NULL,NULL
341,"anti hyperammonemic","An agent that lowers or controls ammonia levels in the blood.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:13",NULL,NULL,NULL
342,"anti hypercholesterolemic","An agent that prevents or controls an increase of cholesterol in the blood.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:13",NULL,NULL,NULL
343,"anti hyperglycemic","An agent that lowers elevated blood glucose levels.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:13",NULL,NULL,NULL
344,"anti hyperinsulinemic","An agent that lowers elevated blood insulin levels.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:13",NULL,NULL,NULL
345,"anti hyperkeratotic","An agent that relieves severe flaking and cracking of the skin.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:14",NULL,NULL,NULL
346,"anti hyperkinetic","An agent or drug that reduces muscular activity, as a result of excessive abnormal movements, excessive normal movements, or a combination of both.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:11",NULL,NULL,NULL
347,"anti hyperleptinemic","An agent that reduces the levels of leptins in the bloodstream.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:14",NULL,NULL,NULL
348,"anti hyperlipidemic",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:35",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
349,"anti hyperlipoproteinaemic",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:35",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
350,"anti hyperparathyroidic",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:36",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
351,"anti hyperpigmentative",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:36",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
352,"anti hypertensive",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:36",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
353,"anti hyperthyroid",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:37",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
354,"anti hyperventilation",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:37",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
355,"anti hypoglycemic",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:38",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
356,"anti hypogonadic","An agent that may boost sex hormone biosynthesis of under active gonads.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:13",NULL,NULL,NULL
357,"anti hypotensive",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:38",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
358,"anti hypoxic","An agent that acts against hypoxic cells, such as by sensitizing hypoxic tumor cells to the effects of radiation.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:11",NULL,NULL,NULL
359,"anti hysteric",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:39",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
360,"anti ichthyosic","An agent that prevents or relieves severly dry, scaly skin caused by ichthyosis.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:13",NULL,NULL,NULL
361,"anti ichythyotic",NULL,NULL,NULL,"2012-04-10 10:05:19","2012-04-10 10:05:19",NULL,NULL,NULL
362,"anti ielus",NULL,NULL,NULL,"2012-04-10 10:05:19","2012-04-10 10:05:19",NULL,NULL,NULL
363,"anti ileus","An agent used to treat an obstruction of the ileum or other part of the intestine.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:16",NULL,NULL,NULL
364,"anti implantation","An agent that prevents the adherence of the blastocyst to the wall of the uterus.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:13",NULL,NULL,NULL
365,"anti impotence",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:39",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
366,"anti incontinence",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:40",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
367,"anti infarctal",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:40",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
368,"anti infective",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:41",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
369,"anti infertility",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:41",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
370,"anti inflammatory",NULL,"anti-inflammatory drug","35472","2012-04-10 10:05:19","2015-10-27 17:49:42",NULL,NULL,"A substance that reduces or suppresses inflammation."
371,"anti insomniac",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:43",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
372,"anti insomnic",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:43",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
373,"anti insulinogenic","An agent that inhibits or controls the production of insulin.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:13",NULL,NULL,NULL
374,"anti integrase",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:19","2015-10-27 17:49:44",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
375,"anti iritic","An agent, such as an anti-inflammatory agent, that relieves inflammation of the iris of the eye.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:17",NULL,NULL,NULL
376,"anti ischaemic",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:44",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
377,"anti ischemic",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:45",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
378,"anti jet-lag",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:45",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
379,"anti keratitic",NULL,NULL,NULL,"2012-04-10 10:05:19","2012-04-10 10:05:19",NULL,NULL,NULL
380,"anti keratotic","An agent acting against keratosis, overgrowth of horny tissue of the skin (such as warts).
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:11",NULL,NULL,NULL
381,"anti keshan",NULL,NULL,NULL,"2012-04-10 10:05:19","2012-04-10 10:05:19",NULL,NULL,NULL
382,"anti ketotic",NULL,NULL,NULL,"2012-04-10 10:05:19","2012-04-10 10:05:19",NULL,NULL,NULL
383,"anti klebsiellic","An antibody that binds Klebsiella specific target. Klebsiella is  a genus of nonmotile, Gram-negative, oxidase-negative, rod-shaped bacteria with a prominent polysaccharide-based capsule.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:17",NULL,NULL,NULL
384,"anti lactagogue","An agent that decreases the flow of breast milk in a woman.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:12",NULL,NULL,NULL
385,"anti lactobacillic",NULL,"antibacterial agent","33282","2012-04-10 10:05:19","2015-10-27 17:49:46",NULL,NULL,"A substance that kills or slows the growth of bacteria."
386,"anti laryngitic",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:46",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
387,"anti legionella",NULL,"antibacterial agent","33282","2012-04-10 10:05:19","2015-10-27 17:49:47",NULL,NULL,"A substance that kills or slows the growth of bacteria."
388,"anti leishmanic",NULL,"antimicrobial agent","33281","2012-04-10 10:05:19","2015-10-27 17:49:48",NULL,NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
389,"anti lepric",NULL,"antibacterial agent","33282","2012-04-10 10:05:19","2015-10-27 17:49:49",NULL,NULL,"A substance that kills or slows the growth of bacteria."
390,"anti leprotic",NULL,"antibacterial agent","33282","2012-04-10 10:05:19","2015-10-27 17:49:50",NULL,NULL,"A substance that kills or slows the growth of bacteria."
391,"anti lethargic",NULL,"pharmaceutical","52217","2012-04-10 10:05:19","2015-10-27 17:49:50",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
392,"anti leucodermic","An agent, such as a herbal extrat, used for treatment of vitiligo white patches or dysfunctionalty of melanocyte cells that cause depigmentation resulting in loss of skin color with irregular white, milky white and pink patches.SAME",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:17",NULL,NULL,NULL
393,"anti leukemic",NULL,"antineoplastic agent","35610","2012-04-10 10:05:19","2015-10-27 17:49:52",NULL,NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
394,"anti leukodermic","An agent, such as a herbal extract, used to treat leucoderma, or vitiligo, characterized by white patches or total loss of skin pigmentation.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:17",NULL,NULL,NULL
395,"anti leukonychic","An agent used to treat leukonychia, characterized by abnormal whiteness of the nails, either total or spots or streaks.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:16",NULL,NULL,NULL
396,"anti leukopenic","An agent that boosts production of leukocytes.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:11",NULL,NULL,NULL
397,"anti leukoplakic","An agent used to treat leukoplakia, charachterized by firm white patches in the oral cavity, gastrointestinal tract mucosal sites, or mucosal surfaces of the urinary tract and genitals.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:16",NULL,NULL,NULL
398,"anti leukorrheic","An agent, that may be control estrogen levels, used to treat leukorrhea, characterized by whitish or yellowish vaginal discharge.
",NULL,NULL,"2012-04-10 10:05:19","2015-11-11 02:32:17",NULL,NULL,NULL
399,"anti leukotriene",NULL,"inhibitor","35222","2012-04-10 10:05:19","2015-10-27 17:49:52",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
400,"anti leukotriene-B4",NULL,"inhibitor","35222","2012-04-10 10:05:19","2015-10-27 17:49:53",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
401,"anti leukotriene-D4",NULL,"inhibitor","35222","2012-04-10 10:05:19","2015-10-27 17:49:54",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
402,"anti leukotrienogenic",NULL,"inhibitor","35222","2012-04-10 10:05:20","2015-10-27 17:49:54",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
403,"anti lipedemic","An agent that promotes the reduction of lipid levels in the blood.
",NULL,NULL,"2012-04-10 10:05:20","2015-11-11 02:32:14",NULL,NULL,NULL
404,"anti lipemic","An agent that prevents or counteracts the accumulation of fatty substances in the blood.
",NULL,NULL,"2012-04-10 10:05:20","2015-11-11 02:32:13",NULL,NULL,NULL
405,"anti lipogenic","An agent that inhibits or controls production of lipids.
",NULL,NULL,"2012-04-10 10:05:20","2015-11-11 02:32:13",NULL,NULL,NULL
406,"anti lipolytic","An agent that prevents breakdown of lipids.
",NULL,NULL,"2012-04-10 10:05:20","2015-11-11 02:32:13",NULL,NULL,NULL
407,"anti lipoperoxidant","An agent that prevents peroxidation (oxidative degradation) of lipids.
",NULL,NULL,"2012-04-10 10:05:20","2015-11-11 02:32:13",NULL,NULL,NULL
408,"anti listeria",NULL,"antibacterial agent","33282","2012-04-10 10:05:20","2015-10-27 17:49:55",NULL,NULL,"A substance that kills or slows the growth of bacteria."
409,"anti lithic","An agent that prevents formation of calculi or promoting their dissolution.
",NULL,NULL,"2012-04-10 10:05:20","2015-11-11 02:32:13",NULL,NULL,NULL
410,"anti lupus",NULL,"pharmaceutical","52217","2012-04-10 10:05:20","2015-10-27 17:49:55",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
411,"anti Lyme",NULL,"antimicrobial agent","33281","2012-04-10 10:05:20","2015-10-27 17:49:56",NULL,NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
412,"anti lymphedemic","An agent that relieves effects of lymphedema, characterized by localized fluid retention and tissue swelling caused by a compromised lymphatic system, which normally returns interstitial fluid to the thoracic duct and then the bloodstream.
",NULL,NULL,"2012-04-10 10:05:20","2015-11-11 02:32:14",NULL,NULL,NULL
413,"anti lymphocytic","An antibody that binds human T cells, used for example in treating acute rejection of organ transplantation.
",NULL,NULL,"2012-04-10 10:05:20","2015-11-11 02:32:17",NULL,NULL,NULL
414,"anti lymphomic","An agent that acts against lymphatic cells that group together to form blood cell tumors.
",NULL,NULL,"2012-04-10 10:05:20","2015-11-11 02:32:11",NULL,NULL,NULL
415,"anti maculitic",NULL,NULL,NULL,"2012-04-10 10:05:20","2012-04-10 10:05:20",NULL,NULL,NULL
