EID,SYNONYM
C137,2-Butyl alcohol
C137,s-Butyl alcohol
C137,Butylene hydrate
C137,s-Butanol
C137,1-Methyl-1-propanol
C137,1-Methylpropyl alcohol
C137,Ethyl methyl carbinol
C137,Methyl ethyl carbinol
C137,Butanol secondaire
C137,Butanol-2
C137,1-Methyl propanol
C137,Methylethylcarbinol
C137,Ethylmethyl carbinol
C137,Alcool butylique secondaire
C137,Methylethyl carbinol
C137,CCS 301
C137,"Butyl alcohol, sec-"
C137,2-Butanol (natural)
C137,Caswell No. 119C
C137,R-(-)-2-Butanol
C137,(+/-)-2-Butanol
C137,Butanol secondaire [French]
C137,MFCD00004569
C137,NSC 25499
C137,n-Butan-2-ol
C137,HSDB 674
C137,sec-C4H9OH
C137,(1)-Butan-2-ol
C137,Alcool butylique secondaire [French]
C137,EINECS 201-158-5
C137,EINECS 240-029-8
C137,EPA Pesticide Chemical Code 001502
C137,BRN 0773649
C137,AI3-24189
C137,S.B.A.
C137,CHEBI:35687
C137,BTANRVKWQNVYAZ-UHFFFAOYSA-N
C137,2-deuteriooxybutane
C137,15892-23-6
C137,"2-Butanol, anhydrous"
C137,Butanol secondaire (French)
C137,"sec-Butanol, 99%, extra pure"
C137,"sec-Butanol, 99+%, for analysis"
C137,UNII-0TUL3ENK62
C137,Alcool butylique secondaire (French)
C137,sec-Butyl hydroxide
C137,"2-Butanol, (R)-"
C137,"sec-Butanol, 99+%, Extra Dry, AcroSeal(R)"
C137,13020-06-09
C137,"sec-Butyl Alcohol, (R)-(-)-"
C137,ethyl ethanol
C137,s-Butylalkohol
C137,0TUL3ENK62
C137,sec.-butanol
C137,secondary butanol
C137,sec- Butanol
C137,D-sec-Butanol
C137,L-sec-Butanol
C137,DL-sec-Butanol
C137,rac-2-butanol
C137,butane-2-ol
C137,methylpropan-2-ol
C137,sec-BuOH
C137,rac-butan-2-ol
C137,sec. butyl alcohol
C137,sec.-butyl alcohol
C137,DL-2-Butanol
C137,sec- Butyl Alcohol
C137,s-BuOH
C137,"Butane, 2-hydroxy-"
C137,S(+)-2-butanol
C137,secondary butyl alcohol
C137,(+)-2-Butanol
C137,"2-Butanol, CP grade"
C137,Secondary Buryl Alcohol
C137,ACMC-209joc
C137,"2-Butanol, (S)-"
C137,"2-Butanol, 99%"
C137,(+/-)butan-2-ol
C137,3-BUTANOL
C137,AC1L1MTJ
C137,AC1Q2SCC
C137,(+) -2- Butanol
C137,.+/-.-2-Butanol
C137,ACMC-1BLM4
C137,DSSTox_CID_1762
C137,ACMC-209d1k
C137,"2-Butanol, >=99%"
C137,EC 201-158-5
C137,AC1Q76NI
C137,DSSTox_RID_76312
C137,DSSTox_GSID_21762
C137,2-01-00-00400 (Beilstein Handbook Reference)
C137,KSC377M2L
C137,CHEMBL45462
C137,"2-Butanol, analytical standard"
C137,WLN: QY2&1
C137,DTXSID9021762
C137,"2-Butanol, (.+/-.)-"
C137,BDBM36157
C137,CTK2H7625
C137,KS-00000WPX
C137,"2-Butanol, anhydrous, 99.5%"
C137,"2-Butanol, p.a., 99.0%"
C137,NSC25499
C137,Tox21_201092
C137,ANW-37245
C137,BBL011463
C137,NSC-25499
C137,STL146575
C137,AKOS000249480
C137,AKOS016352938
C137,"2-Butanol, ReagentPlus(R), >=99%"
C137,LS-2590
C137,MCULE-5005120003
C137,RL05660
C137,RTR-037842
C137,TRA0059585
C137,TRA0072120
C137,VC30223
C137,CAS-78-92-2
C137,Butyl Alcohol (sec)- Reagent Grade ACS
C137,NCGC00090743-01
C137,NCGC00090743-02
C137,NCGC00258644-01
C137,AN-23968
C137,SC-01234
C137,SC-75239
C137,"2-Butanol, SAJ first grade, >=98.0%"
C137,"2-Butanol, JIS special grade, >=99.0%"
C137,AB1002888
C137,TR-037842
C137,B0705
C137,sec-Butyl alcohol 2-Butanol 2-Butyl alcohol
C137,28288-EP2272849A1
C137,28288-EP2292616A1
C137,28288-EP2314577A1
C137,28288-EP2374780A1
C137,28288-EP2374781A1
C137,36684-EP2270000A1
C137,36684-EP2275411A2
C137,36684-EP2275414A1
C137,36684-EP2275423A1
C137,36684-EP2281821A1
C137,36684-EP2287152A2
C137,36684-EP2295414A1
C137,36684-EP2298313A1
C137,36684-EP2298755A1
C137,36684-EP2298763A1
C137,36684-EP2301919A1
C137,36684-EP2305033A1
C137,36684-EP2305254A1
C137,36684-EP2305625A1
C137,36684-EP2305676A1
C137,36684-EP2308838A1
C137,36684-EP2308857A1
C137,36684-EP2308866A1
C137,36684-EP2311801A1
C137,36684-EP2311802A1
C137,36684-EP2311803A1
C137,36684-EP2371814A1
C137,36684-EP2374783A1
C137,36684-EP2377841A1
C137,36684-EP2380568A1
C137,92815-EP2305649A1
C137,153529-EP2284157A1
C137,153529-EP2287152A2
C137,I14-0083
C137,I14-5874
C137,2DD92146-ED3E-446F-8B14-A7DB1F14EF8C
C137,"2-Butanol, puriss. p.a., Reag. Ph. Eur., >=99.5% (GC)"
C137,"2-Butanol, United States Pharmacopeia (USP) Reference Standard"
C137,"2-Butanol, Pharmaceutical Secondary Standard; Certified Reference Material"
C137,Ethylmethylcarbinol; 2-Butyl alcohol; 2-Hydroxybutane; Secondary butyl alcohol; S-Butyl alcohol
C1714,2-Butanone
C1714,METHYL ETHYL KETONE
C1714,Butan-2-one
C1714,Butanone
C1714,78-93-3
C1714,Ethyl methyl ketone
C1714,Methylethyl ketone
C1714,Meetco
C1714,Methyl acetone
C1714,Methylethylketone
C1714,3-Butanone
C1714,Ethylmethylketon
C1714,ethylmethylketone
C1714,Aethylmethylketon
C1714,Butanone 2
C1714,"Acetone, methyl-"
C1714,Ethyl methyl cetone
C1714,MEK
C1714,"Ketone, ethyl methyl"
C1714,Metiletilchetone
C1714,Metyloetyloketon
C1714,ethylmethyl ketone
C1714,Metyl ethyl ketone
C1714,RCRA waste number U159
C1714,Caswell No. 569
C1714,Butanone 2 [French]
C1714,methylacetone
C1714,Butanon
C1714,Oxobutane
C1714,Methylethylketon
C1714,Ethylmethylketon [Dutch]
C1714,Metiletilcetona [Spanish]
C1714,Metyloetyloketon [Polish]
C1714,UNII-6PT9KLV9IO
C1714,2-butanon
C1714,Aethylmethylketon [German]
C1714,Ethylmethylcetone [French]
C1714,Metiletilchetone [Italian]
C1714,methyl-ethyl ketone
C1714,Ethyl methyl cetone [French]
C1714,HSDB 99
C1714,FEMA No. 2170
C1714,methyl(ethyl) ketone
C1714,CCRIS 2051
C1714,ZWEHNKRNPOVVGH-UHFFFAOYSA-N
C1714,AI3-07540 (USDA)
C1714,EINECS 201-159-0
C1714,MFCD00011648
C1714,UN1193
C1714,6PT9KLV9IO
C1714,"2-Butanone, HPLC Grade"
C1714,C2H5COCH3
C1714,RCRA waste no. U159
C1714,EPA Pesticide Chemical Code 044103
C1714,AI3-07540
C1714,CHEBI:28398
C1714,"2-Butanone, ACS reagent"
C1714,Metiletilcetona
C1714,"2-Butanone, 99+%, extra pure"
C1714,"2-Butanone, 99.7%, for HPLC"
C1714,Ethylmethylcetone
C1714,"2-Butanone, 99+%, for spectroscopy"
C1714,"2-Butanone, ACS reagent, >=99.0%"
C1714,"2-Butanone, 99.5%, Extra Dry, AcroSeal(R)"
C1714,"2-Butanone, 99+%, for electronic use (MOS), residue free"
C1714,Methylpropanone
C1714,n-butanone
C1714,2-butanal
C1714,2-Oxobutane
C1714,ethyl methylketone
C1714,ethylmathyl ketone
C1714,methyl ethylketone
C1714,methyl-ethylketone
C1714,methylethyl-ketone
C1714,butane-2-one
C1714,2 -butanone
C1714,2- butanone
C1714,butan-3-one
C1714,methyl etyl ketone
C1714,ethyl-methyl ketone
C1714,methyl ethyl cetone
C1714,methyl-ethyl-ketone
C1714,ethyl(methyl) ketone
C1714,"Ketone, methyl ethyl"
C1714,"2-Butanone, ACS grade"
C1714,AC1L1MTM
C1714,DSSTox_CID_1516
C1714,EC 201-159-0
C1714,DSSTox_RID_76193
C1714,DSSTox_GSID_21516
C1714,ghl.PD_Mitscher_leg0.417
C1714,ASTM-D740
C1714,KSC377S9D
C1714,CHEMBL15849
C1714,AC1Q2S03
C1714,AC1Q2S04
C1714,"2-Butanone, analytical standard"
C1714,"2-Butanone, LR, >=99%"
C1714,DTXSID3021516
C1714,CTK2H7991
C1714,Methyl Ethyl Ketone - Mil Spec
C1714,"Methyl ethyl ketone, ACS reagent"
C1714,ZINC901514
C1714,"2-Butanone, AR, >=99.5%"
C1714,"2-Butanone, technical grade, 99%"
C1714,Tox21_200041
C1714,BBL011450
C1714,LMFA12000043
C1714,STL146562
C1714,"2-Butanone, natural, >=99%, FG"
C1714,AKOS000118991
C1714,"2-Butanone, for HPLC, >=99.7%"
C1714,LS-1761
C1714,MCULE-8276670748
C1714,Methyl Ethyl Ketone Reagent Grade ACS
C1714,RP18311
C1714,RTR-025185
C1714,UN 1193
C1714,"2-Butanone, puriss., >=99% (GC)"
C1714,"2-Butanone, ReagentPlus(R), >=99%"
C1714,CAS-78-93-3
C1714,KS-000011C7
C1714,"2-Butanone, >=99.5%, FCC, FG"
C1714,NCGC00090973-01
C1714,NCGC00090973-02
C1714,NCGC00257595-01
C1714,AN-42129
C1714,BP-30009
C1714,CJ-04546
C1714,ZB015288
C1714,Ethyl methyl ketone or methyl ethyl ketone
C1714,"2-Butanone, SAJ first grade, >=99.0%"
C1714,TR-025185
C1714,"2-Butanone, JIS special grade, >=99.0%"
C1714,E0140
C1714,FT-0628728
C1714,5793-EP2270114A1
C1714,5793-EP2280005A1
C1714,5793-EP2281817A1
C1714,5793-EP2289879A1
C1714,5793-EP2289884A1
C1714,5793-EP2289897A1
C1714,5793-EP2292601A1
C1714,5793-EP2292602A1
C1714,5793-EP2293650A1
C1714,5793-EP2298739A1
C1714,5793-EP2298746A1
C1714,5793-EP2298771A2
C1714,5793-EP2298772A1
C1714,5793-EP2301922A1
C1714,5793-EP2305658A1
C1714,5793-EP2305667A2
C1714,5793-EP2308839A1
C1714,5793-EP2371805A1
C1714,C02845
C1714,15136-EP2270004A1
C1714,15136-EP2270114A1
C1714,15136-EP2272813A2
C1714,15136-EP2272817A1
C1714,15136-EP2272832A1
C1714,15136-EP2272841A1
C1714,15136-EP2275395A2
C1714,15136-EP2275401A1
C1714,15136-EP2277874A1
C1714,15136-EP2289879A1
C1714,15136-EP2289893A1
C1714,15136-EP2295407A1
C1714,15136-EP2295425A1
C1714,15136-EP2295426A1
C1714,15136-EP2295427A1
C1714,15136-EP2298735A1
C1714,15136-EP2298736A1
C1714,15136-EP2298761A1
C1714,15136-EP2305642A2
C1714,15136-EP2305652A2
C1714,15136-EP2305687A1
C1714,15136-EP2308864A1
C1714,15136-EP2308877A1
C1714,15136-EP2311830A1
C1714,15136-EP2314590A1
C1714,15136-EP2316832A1
C1714,15136-EP2316833A1
C1714,15136-EP2371808A1
C1714,15136-EP2371831A1
C1714,15136-EP2374454A1
C1714,15136-EP2377842A1
C1714,15249-EP2270000A1
C1714,15249-EP2281810A1
C1714,15249-EP2286811A1
C1714,15249-EP2289897A1
C1714,15249-EP2298735A1
C1714,15249-EP2305647A1
C1714,15249-EP2305688A1
C1714,15249-EP2311830A1
C1714,15249-EP2316832A1
C1714,15249-EP2316833A1
C1714,18726-EP2289879A1
C1714,18726-EP2314576A1
C1714,23079-EP2275424A1
C1714,23079-EP2311832A1
C1714,23079-EP2311833A1
C1714,23079-EP2314591A1
C1714,26070-EP2269986A1
C1714,26070-EP2269995A1
C1714,26070-EP2270000A1
C1714,26070-EP2270009A1
C1714,26070-EP2270113A1
C1714,26070-EP2272822A1
C1714,26070-EP2272827A1
C1714,26070-EP2272832A1
C1714,26070-EP2272849A1
C1714,26070-EP2272935A1
C1714,26070-EP2274983A1
C1714,26070-EP2275407A1
C1714,26070-EP2275411A2
C1714,26070-EP2275423A1
C1714,26070-EP2275469A1
C1714,26070-EP2277866A1
C1714,26070-EP2277878A1
C1714,26070-EP2281812A1
C1714,26070-EP2281821A1
C1714,26070-EP2284146A2
C1714,26070-EP2284147A2
C1714,26070-EP2284149A1
C1714,26070-EP2284165A1
C1714,26070-EP2284174A1
C1714,26070-EP2286811A1
C1714,26070-EP2287154A1
C1714,26070-EP2287940A1
C1714,26070-EP2289868A1
C1714,26070-EP2289879A1
C1714,26070-EP2289885A1
C1714,26070-EP2289965A1
C1714,26070-EP2292592A1
C1714,26070-EP2292593A2
C1714,26070-EP2292597A1
C1714,26070-EP2292609A1
C1714,26070-EP2295423A1
C1714,26070-EP2295430A2
C1714,26070-EP2295431A2
C1714,26070-EP2295438A1
C1714,26070-EP2298729A1
C1714,26070-EP2298753A1
C1714,26070-EP2298763A1
C1714,26070-EP2298767A1
C1714,26070-EP2298828A1
C1714,26070-EP2299326A1
C1714,26070-EP2301918A1
C1714,26070-EP2301920A1
C1714,26070-EP2301924A1
C1714,26070-EP2301983A1
C1714,26070-EP2302003A1
C1714,26070-EP2305636A1
C1714,26070-EP2305642A2
C1714,26070-EP2305649A1
C1714,26070-EP2305650A1
C1714,26070-EP2305667A2
C1714,26070-EP2305676A1
C1714,26070-EP2305685A1
C1714,26070-EP2305686A1
C1714,26070-EP2308510A1
C1714,26070-EP2308562A2
C1714,26070-EP2308828A2
C1714,26070-EP2308838A1
C1714,26070-EP2308857A1
C1714,26070-EP2308858A1
C1714,26070-EP2308865A1
C1714,26070-EP2308926A1
C1714,26070-EP2309564A1
C1714,26070-EP2309584A1
C1714,26070-EP2311801A1
C1714,26070-EP2311802A1
C1714,26070-EP2311803A1
C1714,26070-EP2311815A1
C1714,26070-EP2311816A1
C1714,26070-EP2311817A1
C1714,26070-EP2314558A1
C1714,26070-EP2314577A1
C1714,26070-EP2314587A1
C1714,26070-EP2371797A1
C1714,26070-EP2371798A1
C1714,26070-EP2371800A1
C1714,26070-EP2371804A1
C1714,26070-EP2371808A1
C1714,26070-EP2371811A2
C1714,26070-EP2371814A1
C1714,26070-EP2374533A1
C1714,26070-EP2374538A1
C1714,26070-EP2374895A1
C1714,26070-EP2377845A1
C1714,26070-EP2380568A1
C1714,26070-EP2380873A1
C1714,28325-EP2270000A1
C1714,28325-EP2270008A1
C1714,28325-EP2275102A1
C1714,28325-EP2275423A1
C1714,28325-EP2277877A1
C1714,28325-EP2289879A1
C1714,28325-EP2289885A1
C1714,28325-EP2289897A1
C1714,28325-EP2292593A2
C1714,28325-EP2292617A1
C1714,28325-EP2298768A1
C1714,28325-EP2307364A1
C1714,28325-EP2308861A1
C1714,28325-EP2308865A1
C1714,28325-EP2310373A1
C1714,28325-EP2311808A1
C1714,28325-EP2311829A1
C1714,28325-EP2311840A1
C1714,28325-EP2314577A1
C1714,28325-EP2371797A1
C1714,28325-EP2371798A1
C1714,28325-EP2371800A1
C1714,28325-EP2371804A1
C1714,28325-EP2371808A1
C1714,89669-EP2277868A1
C1714,89669-EP2277869A1
C1714,89669-EP2277870A1
C1714,89669-EP2281861A2
C1714,89669-EP2292608A1
C1714,89669-EP2305033A1
C1714,113739-EP2270000A1
C1714,113739-EP2272843A1
C1714,113739-EP2272849A1
C1714,113739-EP2281817A1
C1714,113739-EP2284169A1
C1714,113739-EP2287161A1
C1714,113739-EP2287162A1
C1714,113739-EP2289877A1
C1714,113739-EP2292618A1
C1714,113739-EP2295406A1
C1714,113739-EP2298772A1
C1714,138199-EP2292592A1
C1714,138199-EP2292595A1
C1714,"2-Butanone, HPLC grade, for HPLC, >=99.5%"
C1714,A839534
C1714,I14-4164
C1714,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H"
C1714,"2-Butanone, puriss., ACS reagent, reag. Ph. Eur., 99.5%"
C1714,"2-Butanone, 5000 mug/mL in methanol: water (9:1), analytical standard"
C1714,"2-Butanone, puriss. p.a., ACS reagent, reag. Ph. Eur., >=99.5% (GC)"
C1714,Ethyl methyl ketone or methyl ethyl ketone [UN1193]  [Flammable liquid]
C1714,Ethyl methyl ketone or methyl ethyl ketone [UN1193] [Flammable liquid]
C1714,"Methyl ethyl ketone, United States Pharmacopeia (USP) Reference Standard"
C1714,"2-Butanone solution, certified reference material, 2000 mug/mL in methanol: water (9:1)"
C1714,"Methyl Ethyl Ketone, Pharmaceutical Secondary Standard; Certified Reference Material"
C2140,METHYL VINYL KETONE
C2140,3-Buten-2-one
C2140,78-94-4
C2140,Butenone
C2140,but-3-en-2-one
C2140,Methylvinylketon
C2140,Vinyl methyl ketone
C2140,Methylene acetone
C2140,2-Butenone
C2140,Acetyl ethylene
C2140,3-Butene-2-one
C2140,Methyl ethenyl ketone
C2140,1-Buten-3-one
C2140,Methylvinyl ketone
C2140,3-Butenone-2
C2140,"Acetone, methylene-"
C2140,"Ketone, methyl vinyl"
C2140,Methylvinylketone
C2140,gamma-Oxo-alpha-butylene
C2140,Methyl-vinyl-cetone
C2140,3-oxo-1-butene
C2140,methylvinylcetone
C2140,Methylvinylketon [German]
C2140,delta(sup 3)-2-Butenone
C2140,NSC 4853
C2140,UNII-AR7642I1MP
C2140,Methyl-vinyl-cetone [French]
C2140,CCRIS 3423
C2140,HSDB 716
C2140,but-1-en-3-one
C2140,Delta(3)-2-butenone
C2140,CH2=CHCOCH3
C2140,EINECS 201-160-6
C2140,MFCD00008777
C2140,UN1251
C2140,AI3-16048
C2140,AR7642I1MP
C2140,CHEBI:48058
C2140,FUSUHKVFWTUUBE-UHFFFAOYSA-N
C2140,Methgl vinyl ketone
C2140,MVK
C2140,"Methyl vinyl ketone, ca. 95%, stabilized"
C2140,3-butenone
C2140,3-Oxobutene
C2140,methyl vinylketone
C2140,methyl-vinylketone
C2140,methylvinyl-ketone
C2140,but-3-enone
C2140,buten-2-one
C2140,g-oxo-a-Butylene
C2140,metyl vinyl ketone
C2140,3-oxo-l-butene
C2140,methly vinyl ketone
C2140,methyl-vinyl-ketone
C2140,1-butene-3-one
C2140,3-Butenen-2-one
C2140,1-Propen-3-one
C2140,3-oxo-but-1-ene
C2140,Polyvinyl methyl ketone
C2140,AC1L1MTP
C2140,Poly(vinyl methyl ketone)
C2140,DSSTox_CID_5671
C2140,EC 201-160-6
C2140,AC1Q1JB2
C2140,DSSTox_RID_77878
C2140,DSSTox_GSID_25671
C2140,.gamma.-Oxo-.alpha.-butylene
C2140,"Methyl vinyl ketone, stabilised"
C2140,"Methyl vinyl ketone, stabilized"
C2140,WLN: 1V1U1
C2140,CHEMBL1600824
C2140,DTXSID3025671
C2140,CTK2H7210
C2140,NSC4853
C2140,3-BUTEN-2-ONE (STAB.)
C2140,ACT09262
C2140,BCP24759
C2140,NSC-4853
C2140,ZINC1680420
C2140,Tox21_200363
C2140,AN-177
C2140,LMFA12000018
C2140,STL299803
C2140,AKOS000120352
C2140,LS-1762
C2140,UN 1251
C2140,CAS-78-94-4
C2140,NCGC00091118-01
C2140,NCGC00091118-02
C2140,NCGC00257917-01
C2140,BC209235
C2140,FT-0611625
C2140,M0460
C2140,"3-Buten-2-one, purum, >=95.0% (GC)"
C2140,AZ0001-0158
C2140,C20701
C2140,M-6580
C2140,95549-EP2287153A1
C2140,95549-EP2305672A1
C2140,"InChI=1/C4H6O/c1-3-4(2)5/h3H,1H2,2H"
C2140,"Methyl vinyl ketone, stabilized [UN1251] [Poison]"
C2140,I14-14180
C2140,"Methyl vinyl ketone, stabilized [UN1251]  [Poison]"
C2140,F9995-2399
C2140,"3-Buten-2-one, contains 0.3-1.0% hydroquinone as stabilizer, technical grade, 90%"
C2140,"3-Buten-2-one, contains 0.5% hydroquinone and 0.1% acetic acid as stabilizer, 99%"
C2140,25038-87-3
C6793,TRICHLOROETHYLENE
C6793,Trichloroethene
C6793,79-01-6
C6793,"1,1,2-Trichloroethene"
C6793,"Ethene, trichloro-"
C6793,Trilene
C6793,Trichlorethylene
C6793,Ethinyl trichloride
C6793,Ethylene trichloride
C6793,"1,1,2-Trichloroethylene"
C6793,Acetylene trichloride
C6793,Chlorilen
C6793,Narcogen
C6793,Trethylene
C6793,Trielina
C6793,Blancosolv
C6793,Crawhaspol
C6793,Densinfluat
C6793,Germalgene
C6793,Threthylen
C6793,Threthylene
C6793,Trichloraethen
C6793,Trichloran
C6793,Trichloren
C6793,Algylen
C6793,Anamenth
C6793,Benzinol
C6793,Blacosolv
C6793,Cecolene
C6793,Chlorylen
C6793,Circosolv
C6793,Dukeron
C6793,Lanadin
C6793,Lethurin
C6793,Narkosoid
C6793,Petzinol
C6793,Triasol
C6793,Trielene
C6793,Trielin
C6793,Trieline
C6793,Vestrol
C6793,Westrosol
C6793,Fluate
C6793,Nialk
C6793,Philex
C6793,Trial
C6793,Trilen
C6793,Trimar
C6793,Vitran
C6793,Fleck-flip
C6793,Flock flip
C6793,Tri-plus
C6793,Triklone N
C6793,Dow-tri
C6793,Tri-Clene
C6793,Perm-A-chlor
C6793,"1-Chloro-2,2-dichloroethylene"
C6793,Tri-plus M
C6793,triciene
C6793,Trichlooretheen
C6793,Tricloretene
C6793,Tricloroetilene
C6793,Trichlorethylenum
C6793,"1,1-Dichloro-2-chloroethylene"
C6793,trichloroethylenum
C6793,Trichloraethylenum
C6793,"1,2,2-Trichloroethylene"
C6793,TCE
C6793,Tricloroetileno
C6793,Chlorylea
C6793,Chorylen
C6793,"Ethylene, trichloro-"
C6793,Gemalgene
C6793,Narkogen
C6793,"Trichloraethylen, tri"
C6793,"Trichlorethylene, tri"
C6793,Triklone
C6793,Triline
C6793,Triol
C6793,"Trichloorethyleen, tri"
C6793,Trilene TE-141
C6793,Tricloroetilene [DCIT]
C6793,TCE (chlorohydrocarbon)
C6793,C2HCl3
C6793,Perm-A-clor
C6793,Rcra waste number U228
C6793,Trichloroethylene (IUPAC)
C6793,Trielina [Italian]
C6793,Caswell No. 876
C6793,"Ethene, 1,1,2-trichloro-"
C6793,Trichlorathane
C6793,Trichlorethene
C6793,Tricloretene [Italian]
C6793,Triclene
C6793,Trichlooretheen [Dutch]
C6793,Trichloraethen [German]
C6793,densi nfluat
C6793,Trichloraethylen
C6793,Trichloroethylene (TCE)
C6793,Trichloroethylene [INN]
C6793,trik lone
C6793,tric hloroethene
C6793,Tricloroetilene [Italian]
C6793,NCI-C04546
C6793,trichloro ethylene
C6793,Distillex DS2
C6793,CCRIS 603
C6793,R 1120
C6793,UNII-290YE8AR51
C6793,Tricloroetileno [INN-Spanish]
C6793,UN 1710
C6793,HSDB 133
C6793,"Trichloorethyleen, tri [Dutch]"
C6793,"Trichloraethylen, tri [German]"
C6793,"Trichlorethylene, tri [French]"
C6793,Trichloroethylenum [INN-Latin]
C6793,TRI
C6793,NSC 389
C6793,EINECS 201-167-4
C6793,UN1710
C6793,RCRA waste no. U228
C6793,EPA Pesticide Chemical Code 081202
C6793,BRN 1736782
C6793,trichloraethylenum pro narcosi
C6793,Trichloroethylene (without epichlorohydrin)
C6793,AI3-00052
C6793,CHEBI:16602
C6793,F 1120
C6793,XSTXAVWGXDQKEL-UHFFFAOYSA-N
C6793,290YE8AR51
C6793,MFCD00000838
C6793,Trichloroethylene [UN1710] [Poison]
C6793,Trichloroethylene (with epichlorohydrin)
C6793,NCGC00091202-01
C6793,DSSTox_CID_1382
C6793,DSSTox_RID_76125
C6793,DSSTox_GSID_21383
C6793,"Chlorylea, Chorylen, CirCosolv, Crawhaspol, Dow-Tri, Dukeron, Per-A-Clor, Triad, Trial, TRI-Plus M, Vitran"
C6793,CAS-79-01-6
C6793,"Trichloride, Ethinyl"
C6793,Trichloroethene 1000 microg/mL in Methanol
C6793,"Trichloroethylene, ACS reagent, >=99.5%"
C6793,"Trichloroethylene, 99+%, extra pure, stabilized"
C6793,"Trichloroethylene, 99.6%, ACS reagent, stabilized"
C6793,trichlor
C6793,Trichloroethylene [INN:NF]
C6793,Trichlorothene
C6793,Trimae
C6793,trichloro-ethene
C6793,Disparit B
C6793,trichloro-ethylene
C6793,Altene DG
C6793,"Trichloroethene, 9CI"
C6793,AC1Q3FVF
C6793,AC1Q3HBV
C6793,"1,1,1-Trichloroethylene"
C6793,ACMC-1BMG7
C6793,"1,1,2-Trichloro-Ethene"
C6793,EC 201-167-4
C6793,"Trichloroethylene, anhydrous"
C6793,AC1L1MU4
C6793,SCHEMBL5754
C6793,"Trichloroethylene, >=99%"
C6793,"Trichloroethylene, stabilized"
C6793,4-01-00-00712 (Beilstein Handbook Reference)
C6793,KSC492E5D
C6793,"1,1,2-tris(chloranyl)ethene"
C6793,CHEMBL279816
C6793,DTXSID0021383
C6793,"Trichloroethylene, p.a., 98%"
C6793,CTK3J2251
C6793,"Trichloroethylene, LR, >=99%"
C6793,"Trichloroethylene, Electronic Grade"
C6793,Trichloroethylene Reagent Grade ACS
C6793,ZINC8214699
C6793,Tox21_111101
C6793,Tox21_202543
C6793,ANW-42318
C6793,STL282732
C6793,"Trichloroethylene, analytical standard"
C6793,"Trichloroethylene, Semiconductor Grade"
C6793,AKOS000118838
C6793,CCG-230934
C6793,LS-1768
C6793,MCULE-3945953656
C6793,RL05049
C6793,RTR-025197
C6793,TRA0085085
C6793,KS-00000V25
C6793,NCGC00091202-02
C6793,NCGC00091202-03
C6793,NCGC00260092-01
C6793,Trichloroethylene [UN1710]  [Poison]
C6793,AN-23974
C6793,CJ-13182
C6793,SC-75035
C6793,Trichloroethene 10 microg/mL in Methanol
C6793,Trichloroethene 100 microg/mL in Methanol
C6793,"Trichloroethylene, Spectrophotometric Grade"
C6793,InChI=1/C2HCl3/c3-1-2(4)5/h1
C6793,TR-025197
C6793,C06790
C6793,"Trichloroethylene, SAJ first grade, >=98.0%"
C6793,26732-EP2280009A1
C6793,26732-EP2295426A1
C6793,26732-EP2295427A1
C6793,26732-EP2298772A1
C6793,26732-EP2308839A1
C6793,26732-EP2308849A1
C6793,26732-EP2308850A1
C6793,26732-EP2308857A1
C6793,26732-EP2309584A1
C6793,26732-EP2311815A1
C6793,26732-EP2314583A1
C6793,26732-EP2374786A1
C6793,26732-EP2380568A1
C6793,72311-EP2308867A2
C6793,72311-EP2308870A2
C6793,"Trichloroethylene, JIS special grade, >=99.5%"
C6793,157446-EP2275417A2
C6793,157446-EP2284162A2
C6793,157446-EP2284163A2
C6793,A839551
C6793,I14-6702
C6793,J-504494
C6793,"Trichloroethylene, puriss. p.a., >=99.5% (GC)"
C6793,BRD-K46435528-001-01-0
C6793,"Trichloroethylene, spectrophotometric grade, >=99.5%"
C6793,F0001-2068
C6793,"Trichloroethylene, anhydrous, contains 40 ppm diisopropylamine as stabilizer, >=99%"
C6793,"Trichloroethylene, Pharmaceutical Secondary Standard; Certified Reference Material"
C6793,"Trichloroethylene, reagent grade, >=99.0%, contains ~1% 1,2-epoxybutane as inhibitor"
C6793,"Residual Solvent - Trichloroethylene, Pharmaceutical Secondary Standard; Certified Reference Material"
C6793,TCV
C727,METHYL ACETATE
C727,79-20-9
C727,Tereton
C727,Devoton
C727,"Acetic acid, methyl ester"
C727,Methyl ethanoate
C727,Acetic acid methyl ester
C727,Methylacetat
C727,Acetate de methyle
C727,Methylacetaat
C727,Methyl acetic ester
C727,Octan metylu
C727,Metile (acetato di)
C727,Methyle (acetate de)
C727,Methylester kiseliny octove
C727,Ethyl ester of monoacetic acid
C727,HSDB 95
C727,Methylacetaat [Dutch]
C727,Methylacetat [German]
C727,Octan metylu [Polish]
C727,CH3COOCH3
C727,FEMA Number 2676
C727,Methyl acetate (natural)
C727,MeOAc
C727,Methyl ester of acetic acid
C727,Acetate de methyle [French]
C727,NSC 405071
C727,UNII-W684QT396F
C727,FEMA No. 2676
C727,CCRIS 5846
C727,Methyle (acetate de) [French]
C727,Metile (acetato di) [Italian]
C727,METHYL-ACETATE
C727,Methylester kiseliny octove [Czech]
C727,EINECS 201-185-2
C727,UN1231
C727,"METHYL ACETATE, 97%"
C727,"ACETIC ACID,METHYL ESTER"
C727,CHEBI:77700
