"CustomerKey","MaritalStatus","Gender","EstimatedYearlyIncome","SentimentRating","WebActivity","NumberOfContracts","Age","Target","Available401K","CustomerValueSegment","ChurnScore","CallActivity"
16584,"S","M",170000,0,4,4,56,0,0,3,0.0,4
16585,"M","M",170000,0,5,2,56,1,1,3,1.0,4
16586,"M","M",100000,3,4,4,57,0,1,3,1.0,4
16587,"M","M",120000,3,5,2,57,1,1,3,1.0,5
16588,"M","M",130000,4,5,2,57,1,1,3,1.0,4
16589,"M","M",130000,5,5,2,57,1,1,3,1.0,4
16590,"M","M",150000,3,5,3,57,0,1,3,1.0,5
16591,"M","M",160000,3,4,4,56,0,1,3,0.0,5
16592,"M","F",80000,4,1,2,57,0,1,3,1.0,4
16593,"M","F",120000,4,5,3,58,0,0,3,1.0,4
16594,"M","M",170000,4,5,3,58,1,0,3,1.0,5
16595,"M","M",170000,4,5,3,58,1,1,3,0.0,5
16596,"S","F",70000,5,2,2,59,1,1,3,1.0,3
16597,"S","F",100000,3,4,4,59,0,1,3,1.0,4
16598,"S","F",130000,4,5,3,58,1,0,3,0.0,4
16599,"M","M",150000,4,5,3,60,0,1,3,1.0,5
16600,"S","F",90000,4,1,3,62,0,1,3,1.0,5
16601,"S","F",130000,5,5,4,62,0,0,3,0.0,5
16602,"M","F",150000,4,5,4,62,0,1,3,1.0,5
16603,"M","F",110000,4,5,3,62,1,1,3,1.0,4
16604,"M","M",120000,5,5,4,63,0,0,3,1.0,5
16605,"M","F",60000,0,0,4,34,0,1,1,1.0,4
16606,"S","M",70000,0,0,3,33,0,1,1,1.0,4
16607,"M","M",70000,0,0,3,35,1,1,1,1.0,4
16608,"S","M",70000,0,0,3,34,0,1,1,1.0,4
16609,"S","M",70000,0,0,4,36,0,0,1,1.0,4
16610,"M","F",70000,0,0,4,36,0,0,1,1.0,4
16611,"S","M",80000,0,0,3,35,0,0,1,1.0,4
16612,"S","F",90000,0,0,2,35,1,0,1,1.0,4
16613,"M","F",70000,0,0,4,36,0,1,1,1.0,4
16614,"M","F",80000,0,0,3,37,0,1,1,1.0,4
16615,"S","F",80000,0,0,3,37,0,0,1,1.0,4
16616,"S","M",90000,0,0,2,36,1,0,1,1.0,4
16617,"M","M",100000,0,5,1,36,0,1,1,1.0,5
16618,"M","F",110000,0,5,3,36,0,1,1,1.0,5
16619,"M","F",120000,5,5,4,36,0,0,1,1.0,4
16620,"M","M",90000,0,0,3,37,1,1,1,1.0,4
16621,"M","F",100000,0,5,2,37,0,0,1,1.0,5
16622,"S","M",100000,0,5,2,37,0,1,1,1.0,5
16623,"S","M",150000,5,5,4,37,1,1,1,0.0,4
16624,"S","M",90000,0,0,3,38,1,0,1,1.0,4
16625,"M","M",100000,0,5,2,38,0,0,1,1.0,5
16626,"S","M",100000,0,5,3,38,0,1,1,1.0,5
16627,"M","F",80000,0,0,4,39,0,1,1,1.0,4
16628,"S","M",80000,0,0,4,39,0,0,1,1.0,4
16629,"S","F",110000,0,5,4,38,1,1,1,1.0,5
16630,"M","M",110000,0,5,4,38,1,1,1,1.0,5
16631,"S","F",90000,0,0,4,39,1,1,1,1.0,4
16632,"S","M",100000,0,5,3,39,0,1,1,1.0,5
16633,"M","F",100000,0,5,4,38,0,1,1,1.0,5
16634,"M","F",90000,0,0,4,40,0,1,1,1.0,4
16635,"M","M",100000,0,5,4,40,0,1,1,1.0,4
16636,"M","M",110000,0,5,4,40,1,1,1,1.0,5
16637,"M","M",110000,0,5,4,39,1,1,1,1.0,5
16638,"M","M",110000,0,5,4,39,1,1,1,1.0,4
16639,"S","F",110000,0,5,4,39,1,1,1,1.0,4
16640,"M","M",130000,0,5,4,39,0,0,1,1.0,5
16641,"S","F",70000,5,0,2,69,1,1,2,1.0,5
16642,"S","M",130000,2,3,4,68,0,0,2,0.0,5
16643,"S","M",170000,1,2,4,69,0,0,2,0.0,5
16644,"M","M",170000,1,3,2,68,0,1,2,0.0,5
16645,"M","F",80000,5,0,2,67,1,1,2,0.1,5
16646,"M","M",100000,2,3,3,67,0,1,2,0.1,5
16647,"M","F",120000,2,4,3,67,0,1,2,0.5,5
16648,"M","F",130000,2,3,4,68,0,1,2,0.5,5
16649,"M","F",110000,2,4,3,67,0,1,2,0.5,5
16650,"M","F",120000,2,4,3,67,0,1,2,0.5,5
16651,"M","F",120000,2,4,3,67,0,1,2,0.5,5
16652,"M","F",60000,0,0,2,37,0,1,2,0.5,3
16653,"M","F",70000,0,0,2,37,1,1,2,0.5,4
16654,"M","F",70000,0,0,2,37,1,1,2,0.5,4
16655,"M","F",60000,0,0,2,34,0,1,2,0.5,4
16656,"M","M",80000,2,0,2,55,1,0,1,0.1,3
16657,"M","M",80000,2,0,2,55,1,0,1,0.1,3
16658,"S","F",80000,2,0,2,55,1,1,1,0.5,3
16659,"S","F",80000,2,0,2,54,1,1,1,0.5,3
16660,"S","M",70000,2,0,2,54,1,0,1,0.1,3
16661,"S","M",70000,2,0,2,54,1,1,1,0.5,3
16662,"S","F",70000,2,0,2,53,1,0,1,0.1,4
16663,"S","F",70000,2,0,2,53,1,0,1,0.1,4
16664,"M","F",130000,0,1,1,52,1,1,1,0.5,5
16665,"S","F",130000,0,1,2,52,0,0,1,0.0,5
16666,"S","F",80000,0,0,1,37,0,0,2,0.2,5
16667,"S","F",30000,0,0,2,35,0,1,2,0.5,4
16668,"S","M",30000,0,0,2,36,1,0,2,0.1,4
16669,"S","M",60000,0,0,2,36,0,1,2,0.5,4
16670,"S","F",60000,0,0,2,36,1,0,2,0.1,4
16671,"S","F",60000,0,0,2,36,0,1,2,0.5,4
16672,"S","F",60000,0,0,2,36,0,1,2,0.5,4
16673,"S","M",60000,0,0,2,36,1,0,2,0.1,4
16674,"M","M",130000,0,1,3,50,0,1,1,0.0,5
16675,"S","F",160000,0,0,3,51,1,0,1,0.0,5
16676,"M","F",130000,0,1,3,44,0,1,2,0.1,5
16677,"M","M",130000,0,1,4,44,0,1,2,0.0,5
16678,"M","M",70000,2,0,2,52,1,1,2,0.5,3
16679,"S","F",70000,0,0,1,47,0,0,1,0.5,4
16680,"M","M",70000,0,0,1,47,0,0,1,0.0,4
16681,"S","M",80000,5,5,4,43,0,1,1,0.1,4
16682,"M","F",90000,4,4,0,43,0,1,1,0.0,4
16683,"M","F",90000,4,4,0,43,0,1,1,0.0,4
16684,"M","M",60000,1,0,1,47,1,1,1,0.0,4
16685,"S","F",60000,1,0,1,48,1,1,1,0.5,4
16686,"M","F",60000,1,0,1,48,1,1,1,0.5,4
16687,"S","M",60000,1,0,1,49,1,0,1,0.0,3
16688,"S","F",60000,1,0,1,49,1,0,1,0.0,3
16689,"M","M",60000,1,0,1,49,0,1,1,0.5,3
16690,"M","F",110000,0,0,1,43,0,1,1,1.0,5
16691,"S","F",110000,0,0,2,43,1,0,1,0.1,5
16692,"M","M",60000,1,0,1,50,0,1,1,0.5,3
16693,"M","M",60000,1,0,1,50,1,1,1,0.0,3
16694,"M","F",60000,1,0,1,50,0,1,1,0.5,3
16695,"M","M",90000,1,0,1,51,0,1,1,0.1,4
16696,"S","F",70000,0,0,1,45,1,0,1,0.0,4
16697,"S","M",80000,5,5,4,45,0,1,1,0.1,4
16698,"S","F",70000,0,0,1,46,0,0,1,0.5,4
16699,"M","M",100000,5,0,1,51,0,1,1,1.0,4
16700,"S","M",70000,0,0,1,47,0,0,1,0.5,4
16701,"S","F",70000,0,0,2,47,1,0,1,0.0,4
16702,"M","F",60000,1,0,1,48,1,1,1,0.0,3
16703,"M","F",60000,1,0,1,48,1,1,1,0.5,3
16704,"M","F",70000,5,4,2,49,0,1,1,0.0,3
16705,"M","F",80000,5,4,2,52,0,0,1,0.0,4
16706,"M","F",80000,5,4,2,52,0,1,1,0.1,4
16707,"S","M",90000,2,0,1,52,1,1,1,0.2,4
16708,"S","F",90000,2,0,1,52,1,0,1,0.5,5
16709,"M","M",30000,2,0,2,74,0,0,1,0.5,2
16710,"M","F",70000,5,4,3,50,0,1,1,1.0,3
16711,"M","M",70000,5,4,3,50,0,1,1,1.0,3
16712,"S","F",70000,1,0,1,53,1,0,1,0.0,3
16713,"M","M",40000,2,0,1,56,1,1,1,0.0,5
16714,"M","M",30000,0,0,2,34,0,1,2,0.5,3
16715,"M","F",30000,0,0,2,34,0,1,2,0.5,3
16716,"S","M",30000,0,0,2,34,0,0,2,0.0,3
16717,"M","F",40000,0,0,1,35,0,1,2,0.5,3
16718,"S","M",40000,0,0,1,35,0,1,2,0.5,3
16719,"S","M",40000,0,0,1,35,0,1,2,0.5,3
16720,"S","F",30000,0,0,2,29,0,1,2,0.5,3
16721,"M","M",30000,0,0,2,30,0,0,2,0.0,3
16722,"S","M",30000,0,0,2,30,0,1,2,0.5,3
16723,"M","F",30000,0,0,2,30,0,1,2,0.5,3
16724,"S","M",30000,0,0,2,30,0,0,2,0.0,3
16725,"M","M",30000,0,0,2,30,0,1,2,0.5,3
16726,"M","M",30000,0,0,2,31,0,1,2,0.5,3
16727,"S","M",40000,0,0,2,29,1,0,2,0.0,3
16728,"M","M",40000,0,0,2,30,1,1,2,0.5,3
16729,"M","M",30000,2,0,2,73,0,0,1,0.5,2
16730,"M","F",30000,2,0,2,73,0,0,1,0.0,2
16731,"S","F",30000,0,0,2,31,0,0,2,0.5,2
16732,"S","F",40000,0,0,2,32,1,0,2,0.0,3
16733,"M","M",40000,2,0,2,72,0,1,1,0.5,5
16734,"S","F",40000,2,0,2,72,0,1,1,0.5,5
16735,"S","F",40000,0,0,2,33,0,0,2,0.0,3
16736,"S","F",40000,0,0,2,33,0,0,2,0.0,3
16737,"S","F",40000,0,0,2,31,0,1,2,0.5,3
16738,"M","M",30000,2,0,2,71,0,0,1,0.5,2
16739,"M","M",40000,2,0,2,71,0,1,1,0.5,5
16740,"M","M",40000,2,0,2,69,1,0,1,0.0,5
16741,"M","M",40000,2,0,2,70,1,0,1,0.0,5
16742,"M","M",40000,2,0,2,69,1,0,1,0.0,5
16743,"M","F",40000,2,0,2,68,1,1,1,0.0,5
16744,"M","F",40000,2,0,2,68,1,1,1,0.0,5
16745,"S","F",60000,2,0,1,67,1,0,1,0.0,5
16746,"S","F",40000,0,0,2,33,0,0,2,0.1,3
16747,"S","M",40000,0,0,2,35,1,0,2,0.1,3
16748,"S","M",40000,0,0,2,35,0,1,2,0.5,3
16749,"S","M",30000,0,0,1,36,0,1,2,0.5,3
16750,"M","M",30000,0,0,1,36,0,1,2,0.5,3
16751,"M","M",60000,0,0,1,36,1,1,2,0.5,3
16752,"S","M",60000,0,0,1,37,1,1,2,0.5,3
16753,"S","F",70000,0,0,2,38,1,1,2,0.5,3
16754,"S","M",80000,0,0,1,37,1,1,2,0.1,5
16755,"M","F",80000,0,0,1,38,1,1,2,0.1,5
16756,"M","M",80000,0,0,1,42,1,0,2,0.0,5
16757,"M","F",110000,0,1,0,43,0,1,2,0.5,5
16758,"M","M",110000,0,1,0,42,1,1,2,0.1,5
16759,"M","F",110000,0,1,1,43,0,0,2,0.2,5
16760,"S","F",60000,4,0,0,51,0,0,2,0.0,3
16761,"S","M",40000,4,4,1,37,1,1,2,0.1,2
16762,"M","M",50000,0,0,0,38,1,1,2,0.1,3
16763,"M","M",50000,0,0,0,36,1,1,2,0.1,3
16764,"M","M",50000,0,0,0,37,1,1,2,0.1,3
16765,"M","M",50000,1,0,0,37,0,1,2,0.0,3
16766,"S","F",50000,1,0,0,37,0,1,2,0.1,3
16767,"M","M",50000,1,0,0,37,0,1,2,0.0,3
16768,"M","M",50000,1,0,0,37,0,1,2,0.0,3
16769,"M","M",60000,1,0,0,38,0,1,2,0.1,3
16770,"M","M",60000,1,1,0,39,1,1,2,0.0,3
16771,"M","M",50000,1,1,0,37,0,1,2,0.1,3
16772,"M","F",50000,1,1,0,38,0,1,2,0.1,3
16773,"M","M",60000,1,0,0,37,0,1,2,0.0,3
16774,"S","M",60000,1,0,0,38,0,1,2,0.2,3
16775,"M","F",60000,1,0,0,38,0,1,2,0.0,4
16776,"M","M",50000,1,1,0,40,1,1,2,0.2,3
16777,"M","M",70000,4,0,2,66,0,1,2,0.1,5
16778,"S","M",60000,4,0,2,66,1,1,2,1.0,5
16779,"M","F",70000,5,0,2,65,1,1,2,1.0,5
16780,"M","M",70000,5,0,2,65,0,1,2,0.2,5
16781,"M","M",70000,5,0,2,65,0,1,2,1.0,5
16782,"M","M",60000,5,0,3,64,1,1,2,0.2,5
16783,"M","F",60000,5,0,3,63,1,1,2,1.0,5
16784,"M","F",60000,5,0,3,64,1,1,2,1.0,5
16785,"M","M",70000,3,1,1,64,1,1,2,1.0,5
16786,"M","M",70000,4,1,1,64,1,1,2,1.0,5
16787,"S","F",70000,4,1,1,64,0,1,2,1.0,5
16788,"M","M",60000,5,0,3,63,0,1,2,0.2,5
16789,"M","F",60000,5,0,3,63,1,1,2,0.2,5
16790,"M","M",60000,5,0,3,63,1,1,2,0.2,5
16791,"S","M",60000,5,0,3,63,1,1,2,1.0,5
16792,"M","F",60000,5,0,3,63,1,1,2,0.2,5
16793,"S","F",60000,2,1,0,63,1,1,2,1.0,5
16794,"M","F",60000,2,1,0,63,1,1,2,1.0,5
16795,"M","F",70000,4,1,1,63,0,1,2,0.1,5
16796,"S","F",60000,2,1,1,62,0,1,2,1.0,4
16797,"M","M",60000,2,1,1,61,1,0,2,0.2,4
16798,"M","F",60000,2,1,0,62,1,1,2,0.2,5
16799,"M","F",60000,2,1,0,62,1,1,2,0.2,5
16800,"M","F",40000,2,1,2,61,0,1,2,0.2,4
16801,"S","F",60000,2,1,2,61,0,1,2,1.0,4
16802,"S","M",60000,2,1,2,61,0,1,2,1.0,4
16803,"M","M",60000,2,1,2,61,1,0,2,0.2,4
16804,"M","M",60000,2,1,2,59,1,1,2,0.2,4
16805,"S","M",60000,2,1,2,60,1,1,2,1.0,4
16806,"M","M",60000,2,1,1,60,0,1,2,0.2,4
16807,"M","F",60000,2,1,1,60,1,1,2,1.0,4
16808,"M","F",70000,4,2,1,60,0,0,2,0.1,4
16809,"S","F",70000,4,2,1,60,0,1,2,1.0,4
16810,"M","M",70000,2,1,2,59,1,0,2,0.2,4
16811,"M","M",60000,2,1,1,59,1,1,2,1.0,4
16812,"M","F",60000,2,1,2,59,1,1,2,0.2,4
16813,"M","M",60000,2,1,2,59,0,1,2,1.0,4
16814,"S","F",70000,4,2,1,59,0,1,2,1.0,4
16815,"M","M",70000,4,2,1,59,0,1,2,0.1,4
16816,"M","F",70000,4,2,1,59,0,1,2,1.0,4
16817,"M","M",70000,4,2,1,58,0,1,2,1.0,4
16818,"M","F",70000,4,2,2,59,1,1,2,0.2,4
16819,"M","M",70000,4,2,2,58,1,1,2,0.2,4
16820,"M","F",70000,5,2,2,58,1,1,2,1.0,4
16821,"M","F",130000,2,3,4,52,1,0,3,0.5,5
16822,"M","M",150000,1,3,3,51,1,0,3,0.5,4
16823,"M","F",160000,1,3,4,52,1,0,3,0.5,4
16824,"M","M",120000,2,4,4,53,1,1,3,0.5,4
16825,"M","F",120000,2,4,4,53,0,1,3,0.5,4
16826,"M","M",130000,3,4,3,52,1,1,3,0.5,4
16827,"M","M",170000,3,3,3,53,1,1,3,0.0,5
16828,"M","M",160000,2,4,2,54,1,1,3,0.0,4
16829,"M","M",160000,2,4,2,54,1,1,3,0.5,4
16830,"M","F",130000,3,4,3,54,1,1,3,0.5,4
16831,"M","M",130000,3,4,3,55,1,1,3,0.0,4
16832,"S","M",70000,3,0,2,78,1,1,2,0.5,5
16833,"M","M",90000,3,0,1,78,1,1,2,0.2,5
16834,"S","F",50000,2,0,2,77,1,1,2,0.5,5
16835,"M","M",70000,4,0,2,76,1,1,2,0.5,5
16836,"M","M",90000,4,4,3,44,1,1,2,0.2,4
16837,"M","F",90000,4,4,3,44,0,1,2,0.2,4
16838,"S","M",110000,2,2,3,45,0,0,2,0.1,5
16839,"M","F",170000,0,0,2,45,1,1,2,0.0,5
16840,"M","M",80000,4,3,0,46,0,1,2,0.2,5
16841,"M","M",80000,4,3,1,45,0,1,2,0.2,4
16842,"M","F",110000,3,2,4,46,0,1,2,0.2,5
16843,"S","M",130000,2,2,2,46,0,0,2,0.0,5
16844,"M","F",160000,1,1,2,46,1,1,2,0.0,5
16845,"S","F",170000,0,0,3,46,1,0,2,0.1,5
16846,"S","M",80000,4,3,2,47,0,1,2,0.2,4
16847,"M","M",80000,4,3,2,47,0,1,2,0.2,4
16848,"S","F",80000,4,3,2,47,0,0,2,0.0,4
16849,"M","M",80000,4,3,2,47,0,1,2,0.2,4
16850,"S","F",90000,0,0,2,47,1,0,2,0.2,4
16851,"S","M",100000,0,2,2,47,1,1,2,0.2,4
16852,"S","F",110000,4,2,4,47,1,1,2,0.5,5
16853,"S","F",110000,4,3,0,47,0,1,2,0.5,5
16854,"M","M",170000,0,0,3,47,1,1,2,0.1,5
16855,"M","F",80000,5,4,2,47,0,1,2,0.5,4
16856,"M","F",90000,5,4,4,47,0,1,2,0.5,4
16857,"M","M",90000,5,4,4,47,0,1,2,0.5,4
16858,"M","F",100000,1,2,3,48,0,1,2,0.5,4
16859,"S","M",100000,1,2,3,48,1,1,2,0.5,4
16860,"M","F",110000,1,3,2,48,0,1,2,0.1,5
16861,"S","M",130000,1,2,4,48,0,0,2,0.0,5
16862,"M","M",130000,1,2,4,47,0,1,2,0.0,5
16863,"M","F",80000,5,4,3,49,0,1,2,0.1,4
16864,"S","F",100000,3,2,4,49,1,1,2,0.5,4
16865,"M","F",120000,1,3,4,49,1,1,2,0.5,4
16866,"M","F",130000,1,3,2,48,1,1,2,0.2,5
16867,"S","F",130000,1,3,3,49,1,0,2,0.0,5
16868,"M","M",160000,1,3,2,49,1,0,2,0.2,5
16869,"M","F",170000,0,0,4,49,1,1,2,0.2,5
16870,"M","F",60000,2,0,2,55,0,0,2,0.1,4
16871,"M","F",90000,2,1,1,55,1,1,2,1.0,4
16872,"M","M",80000,2,0,2,56,1,1,2,0.5,3
16873,"M","M",30000,4,0,2,75,1,0,2,0.5,4
16874,"S","F",90000,4,0,2,75,0,1,2,0.5,5
16875,"M","F",90000,4,0,2,75,0,1,2,0.5,5
16876,"M","M",40000,3,0,2,74,0,0,2,0.1,4
16877,"S","F",50000,2,0,2,74,0,1,2,0.1,5
16878,"S","M",50000,2,0,2,73,1,1,2,0.5,5
16879,"S","F",50000,2,0,2,74,1,1,2,0.5,5
16880,"M","M",70000,4,0,2,73,1,1,2,0.5,5
16881,"M","M",70000,4,0,2,74,1,1,2,0.5,5
16882,"S","M",100000,3,2,4,50,1,1,2,0.5,4
16883,"S","M",120000,4,4,1,49,0,1,2,0.5,4
16884,"M","M",60000,2,0,2,56,0,0,2,0.5,4
16885,"M","M",60000,2,0,2,56,0,0,2,0.1,3
16886,"M","M",60000,2,0,2,55,1,1,2,0.5,3
16887,"M","M",60000,2,0,2,56,1,1,2,0.5,3
16888,"S","F",60000,3,0,2,56,1,1,2,0.5,3
16889,"S","M",60000,3,0,2,56,1,1,2,0.5,3
16890,"M","M",60000,3,0,2,56,1,1,2,0.5,3
16891,"M","F",70000,3,1,0,55,0,1,2,0.5,4
16892,"M","F",70000,3,1,0,56,1,1,2,0.5,4
16893,"S","M",70000,3,0,2,57,1,1,2,0.5,5
16894,"S","F",60000,3,0,2,57,1,1,2,0.5,5
16895,"M","F",40000,3,0,2,58,1,0,2,0.1,4
16896,"M","F",40000,3,0,2,57,1,0,2,0.5,4
16897,"S","F",40000,3,0,2,58,1,1,2,0.5,4
16898,"M","M",40000,3,0,2,58,1,0,2,0.5,4
16899,"M","F",110000,2,3,4,73,0,0,2,0.2,5
16900,"M","M",120000,2,4,3,72,0,1,2,0.5,5
16901,"M","M",130000,2,3,4,72,0,1,2,0.2,5
16902,"S","M",90000,5,0,2,72,0,1,2,0.5,5
16903,"S","M",110000,2,4,0,72,0,1,2,0.5,5
16904,"M","F",110000,2,4,0,72,0,1,2,0.5,5
16905,"M","F",130000,2,3,4,72,0,1,2,0.2,5
16906,"M","F",170000,1,1,4,72,1,1,2,0.2,5
16907,"S","F",80000,4,0,2,71,1,1,2,0.5,5
16908,"S","F",80000,4,0,2,71,1,1,2,0.5,5
16909,"M","F",90000,5,0,2,70,1,1,2,0.5,5
16910,"M","M",120000,2,4,3,71,0,1,2,0.5,5
16911,"M","M",90000,5,0,2,70,0,1,2,0.5,5
16912,"M","M",90000,5,0,2,70,1,0,2,0.1,5
16913,"S","M",100000,2,3,3,69,0,1,2,0.5,5
16914,"M","F",100000,3,0,3,41,1,1,2,0.0,5
16915,"M","M",100000,3,0,3,42,1,1,2,0.0,5
16916,"S","F",110000,1,1,2,42,1,0,2,0.1,5
16917,"M","M",120000,1,1,4,42,0,1,2,0.0,5
16918,"S","F",40000,0,0,2,31,0,1,2,0.5,3
16919,"M","F",20000,4,0,2,65,0,0,1,0.1,3
16920,"M","M",60000,0,0,2,31,1,0,2,0.1,3
16921,"M","M",40000,0,0,2,31,1,1,2,0.5,3
16922,"S","F",40000,0,0,1,32,0,1,2,0.5,3
16923,"S","M",40000,0,0,1,31,0,1,2,0.5,3
16924,"S","F",60000,0,0,2,31,1,0,2,0.1,3
16925,"S","M",60000,0,0,2,32,1,0,2,0.1,3
16926,"M","M",10000,2,1,2,65,0,1,1,0.5,2
16927,"M","F",20000,4,0,2,65,0,1,1,0.5,3
16928,"S","M",30000,2,0,2,63,1,1,1,0.5,2
16929,"M","F",30000,2,0,2,64,1,0,1,0.5,2
16930,"S","F",20000,4,0,2,63,0,1,1,0.5,3
16931,"S","M",30000,3,0,2,63,1,1,1,0.5,2
16932,"M","M",20000,1,0,0,48,0,1,3,0.0,1
16933,"S","M",20000,1,0,0,48,0,1,3,0.0,1
16934,"S","F",20000,1,0,0,48,0,1,3,0.0,1
16935,"S","M",20000,1,0,0,48,0,1,3,0.0,2
16936,"M","F",10000,1,0,0,74,0,1,3,0.0,2
16937,"M","M",30000,5,0,0,48,1,1,3,0.0,2
16938,"S","F",20000,1,0,0,52,1,1,3,0.0,1
16939,"M","F",10000,1,0,0,52,0,1,3,0.0,1
16940,"S","F",20000,1,0,0,52,1,1,3,0.0,2
16941,"M","F",10000,2,0,0,54,0,1,3,0.0,1
16942,"M","F",10000,2,0,1,56,1,1,3,0.0,1
16943,"M","F",20000,1,0,0,72,0,1,3,0.0,2
16944,"S","M",20000,1,0,0,72,1,1,3,0.0,2
16945,"S","F",30000,1,0,0,72,1,1,3,0.0,2
16946,"M","F",30000,1,0,0,72,1,1,3,0.0,2
16947,"M","F",50000,1,1,0,40,1,1,2,0.2,3
16948,"M","F",50000,1,1,1,40,0,1,2,0.0,3
16949,"M","M",50000,1,1,1,40,1,1,2,0.2,
16950,"M","M",50000,1,1,1,39,0,1,2,0.0,3
16951,"M","F",50000,1,1,1,40,1,,2,0.2,3
16952,"M","M",50000,1,1,1,39,1,1,2,0.2,3
16953,"M","F",60000,1,0,0,40,0,1,2,0.2,3
16954,"S","M",60000,1,0,0,40,0,1,2,0.2,4
16955,"M","M",50000,2,2,0,41,1,1,2,0.2,4
16956,"M","M",50000,2,2,0,41,1,1,2,0.2,3
16957,"M","M",60000,1,0,0,40,0,1,2,0.0,3
16958,"M","M",60000,1,0,0,38,0,1,2,0.2,4
16959,"M","M",60000,1,0,0,39,0,1,2,0.2,4
16960,"M","F",60000,1,0,0,39,0,1,2,0.2,4
16961,"M","F",70000,2,0,0,39,1,1,2,0.0,4
16962,"M","M",60000,1,0,0,41,0,1,2,0.0,4
16963,"M","F",60000,1,0,0,41,0,1,2,0.0,4
16964,"M","M",60000,1,0,0,41,0,1,2,0.0,4
16965,"S","F",70000,2,2,1,42,0,1,2,0.0,4
16966,"M","F",40000,5,5,3,43,0,0,2,1.0,3
16967,"S","M",70000,3,0,0,40,1,0,2,0.2,3
16968,"S","M",80000,2,0,0,40,1,1,2,0.0,4
16969,"M","M",80000,2,0,0,40,1,1,2,0.0,4
16970,"S","F",50000,2,2,1,43,1,1,2,0.2,4
16971,"S","F",50000,2,2,1,43,0,1,2,0.0,3
16972,"S","M",50000,2,2,1,43,1,0,2,0.2,3
16973,"S","F",50000,2,2,1,43,1,1,2,0.2,3
16974,"S","F",50000,2,2,1,43,1,1,2,0.2,3
16975,"M","M",60000,3,3,0,44,0,1,2,0.2,3
16976,"S","F",60000,3,3,0,44,1,1,2,0.0,3
16977,"S","M",60000,0,0,0,44,1,0,2,0.2,3
16978,"M","M",60000,0,0,0,44,0,1,2,0.0,4
16979,"S","F",70000,4,0,0,44,1,1,2,0.2,4
16980,"M","F",70000,4,0,0,44,0,1,2,0.2,4
16981,"M","M",70000,5,0,0,41,1,1,2,0.0,4
16982,"M","F",70000,5,5,2,41,0,1,2,0.0,4
16983,"M","M",80000,3,0,0,41,1,1,2,0.0,4
16984,"S","M",40000,0,0,1,45,1,1,2,0.2,4
16985,"S","M",80000,3,3,1,45,0,1,2,0.2,4
16986,"S","F",80000,3,3,1,45,0,1,2,0.2,3
16987,"S","M",80000,3,3,2,45,1,1,2,0.2,3
16988,"S","M",80000,3,3,2,45,0,1,2,0.0,3
16989,"S","F",80000,3,3,2,45,1,0,2,0.2,3
16990,"M","M",60000,0,0,0,45,0,1,2,0.0,3
16991,"S","F",60000,4,4,2,46,0,1,2,0.2,4
16992,"S","M",60000,4,4,2,46,0,1,2,0.2,3
16993,"M","M",60000,4,4,3,46,0,1,2,0.5,3
16994,"S","F",60000,5,5,1,46,0,1,2,0.2,3
16995,"S","F",60000,5,5,3,46,1,1,2,0.5,3
16996,"S","F",60000,5,5,3,46,1,1,2,0.2,3
16997,"S","F",60000,4,2,2,46,1,1,2,0.0,3
16998,"S","F",60000,4,2,2,46,1,0,2,0.0,3
16999,"S","F",60000,4,2,2,46,1,0,2,0.0,3
17000,"S","F",70000,4,2,2,47,1,0,2,0.2,3
17001,"S","F",70000,4,2,2,47,1,1,2,0.0,3
17002,"S","M",70000,4,2,2,46,1,0,2,0.2,3
17003,"S","F",70000,4,2,2,46,1,1,2,0.0,4
17004,"S","F",70000,4,2,2,47,1,0,2,0.2,4
17005,"S","F",70000,4,2,2,47,1,1,2,0.0,4
17006,"M","M",70000,4,2,2,47,1,1,2,0.0,4
17007,"S","M",70000,0,0,1,42,1,1,2,0.2,4
17008,"S","M",70000,0,0,1,42,1,0,2,0.2,4
17009,"S","M",70000,0,0,1,41,1,0,2,0.2,4
17010,"S","F",70000,0,0,1,42,1,1,2,0.2,4
17011,"M","F",60000,2,2,0,42,1,1,2,0.2,4
17012,"M","F",60000,3,2,0,46,1,1,2,0.2,4
17013,"S","F",70000,1,0,1,48,1,1,2,0.0,4
17014,"S","M",70000,1,0,1,47,0,0,2,0.2,4
17015,"S","F",70000,1,0,1,48,0,1,2,0.2,4
17016,"S","F",70000,1,0,1,48,0,1,2,0.2,4
17017,"M","M",70000,1,0,1,48,1,0,2,0.0,4
17018,"M","F",40000,4,3,3,49,0,1,2,0.2,3
17019,"M","F",40000,4,3,4,49,0,1,2,0.2,3
17020,"M","F",40000,4,2,2,49,1,1,2,0.2,3
17021,"M","F",60000,1,0,1,49,1,1,2,0.2,3
17022,"M","F",60000,1,0,1,49,1,1,2,0.2,3
17023,"M","M",60000,1,0,1,50,1,1,2,0.0,3
17024,"M","F",60000,1,0,1,49,1,1,2,0.0,3
17025,"S","M",50000,0,0,1,43,1,1,2,0.2,3
17026,"S","M",50000,0,0,1,43,0,0,2,0.0,3
17027,"S","F",50000,0,0,1,43,0,0,2,0.0,3
17028,"M","F",60000,1,0,1,49,1,0,2,0.2,3
17029,"M","F",60000,1,0,1,49,1,1,2,0.0,3
17030,"M","F",60000,1,0,1,51,1,1,2,0.2,3
17031,"M","F",60000,5,4,1,50,0,1,2,0.2,3
