,parsed,has_terms,weight,sentences,entities,labels,position_start,position_end,sentence_has_terms
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5535876\sections\1_body\1_2__invited_presentations\5_interest_of_argan_oil_for\2_p.xml,"In major age-related diseases such as cardiovascular diseases, certain ocular diseases (cataract, age-related macular degeneration) and neurodegenerative diseases (particularly Alzheimer’s disease), a rupture of the RedOx equilibrium is observed. This enhances the lipid peroxidation associated with aging and increases the formation of certain oxidized cholesterol derivatives, called oxysterols, especially those formed by auto-oxidation such as 7-ketocholesterol (7KC). This lipid peroxidation is also accompanied by a degradation of the unsaturated fatty acids which generate highly reactive aldehydes which can lead to the formation of carbonylated proteins whose activities are modified compared to those of the native proteins from which they are derived. This results in perturbations of cell signaling leading to several cellular dysfunctions. Furthermore, the ability of molecules derived from lipid peroxidation to stimulate oxidative stress and/or inflammation, alter cell metabolism and induce changes in DNA may result in cell death. 7KC is the oxysterol preferentially formed by auto-oxidation of cholesterol. Since 7KC is weakly metabolized (at the exception of its degradation in bile acids by liver cells), it accumulates progressively, mainly in brain cells, and may induce cytotoxic effects: oxidative stress, inflammation and cell death. Its contribution to age-related diseases is therefore widely suspected. In order to prevent the cytotoxic effects of 7KC on the nerve cells of the central nervous system, one of the possibilities is to identify cytoprotective agents in order to reduce or inhibit its harmful activities. The cytoprotective agents may be either natural or synthetic molecules or mixtures of molecules such as oils. In this context, the cytoprotective properties of argan oils (Agadir, Berkane) and some of their major compounds (especially α-tocopherol) have been studied. To this end, complementary techniques of microscopy, flow cytometry and biochemistry were used. The composition of Argan oils has also been determined by different chromatography techniques. Argan oils have highly antioxidant properties even in vivo when given per os in the rat. On 158N murine oligodendrocytes, these oils are capable of attenuating the cytotoxicity of 7KC: loss of cellular adhesion, alteration of the plasma membrane, mitochondrial and lysosomal dysfunctions, overproduction of oxygen radicals, induction of apoptosis and autophagy. Overall, our findings provide several in vitro and in vivo proofs of concept that suggest that Argan oils could prevent and mitigate severe age related pathologies especially neurodegenerative diseases.",['contribution'],1,['Its contribution to age-related diseases is therefore widely suspected.'],[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5535876\sections\1_body\4_theme__argan_and_environm\1_modeling_spatial_distribu\3_p.xml,"To examine the relation between bioclimatic variables and changes in Argan distribution, species distribution models (SDM) were used. A Maximum Entropy Modeling (MaxEnt) algorithm was chosen to link species locations with environmental characteristics in order to predict species occurrence likelihood and to assess the contribution of each environmental variable.",['contribution'],1,['A Maximum Entropy Modeling (MaxEnt) algorithm was chosen to link species locations with environmental characteristics in order to predict species occurrence likelihood and to assess the contribution of each environmental variable.'],[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5535876\sections\1_body\4_theme__argan_and_environm\1_modeling_spatial_distribu\4_p.xml,"The output from this study is a continuous probability map showing the current and predicted areas suitable for Argan trees in Morocco under different climate change scenarios. The relative contribution of each covariate to the model showed that the coldest quarter and wettest month, in addition to temperature seasonality, contribute significantly to explain the spatial distribution of Argan trees.",['contribution'],1,"['The relative contribution of each covariate to the model showed that the coldest quarter and wettest month, in addition to temperature seasonality, contribute significantly to explain the spatial distribution of Argan trees.']",[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5535876\sections\1_body\7_the_following_abstracts_w\4_contribution_of_argan_tre\1_title.xml,Contribution of Argan Trees in Carbon Sequestration in the Face of Global Warming,['Contribution'],1,['Contribution of Argan Trees in Carbon Sequestration in the Face of Global Warming'],[[]],[[]],[[]],[[]],[['Contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5543433\sections\1_body\2_results_and_discussion\2_antioxidant_activities\1_p.xml,"Plants with radical scavenging property and antioxidant capacity are useful for medicinal applications and as food additive. So, in the present study, the antioxidant capacity of   Cl EO was evaluated using DPPH radical scavenging method by comparing with the activity of the Ascorbic acid as a known antioxidant. The DPPH test aims at measuring the capacity of the essential oil to scavenge the stable free radical DPPH  .  by donation of hydrogen atom or an electron [  23 ]. If the extracts have the capacity to scavenge the DPPH free radical, the initial blue/purple solution will change to a yellow colour due to the formation of diphenylpicrylhydrazine. The effect of the different   Cl EO on DPPH radical scavenging was compared to those of ascorbic acid, used as positive control, and appreciated by the determination of the IC  50  values. As shown in Fig.   1 , DPPH test revealed that the free radical-scavenging activity was a dose dependent manner. From the analysis of Fig.   1 , we can conclude that the radical-scavenging activity of the   Cl EO and positive controls ascorbic acid increased with increasing concentration (  P  <0.05). The current study demonstrated that   Cl EO exhibited a strong radical scavenging activity as compared to the standard ascorbic acid. ",['appreciated'],1,"['The effect of the different   Cl EO on DPPH radical scavenging was compared to those of ascorbic acid, used as positive control, and appreciated by the determination of the IC  50  values.']",[[]],[[]],[[]],[[]],[['appreciated']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5551175\sections\1_body\2_3__results_and_discussion\1_3_1__chemical_composition\2_p.xml,"A total of fifty-nine components were identified in the essential oil of alligator pepper, accounting for 99.4% of the total composition. The oil was dominated by oxygenated monoterpenes (83.3%), with 1,8-cineole (58.5%) and α-terpineol (19.4%) as the major compounds. Monoterpene hydrocarbons gave a minor contribution (14.9%), with β-pinene (7.1%) and α-pinene (2.0%) as the most representative compounds. Interestingly, sesquiterpenoids, which are reported as volatile marker compounds of alligator pepper, were detected in only low levels here (0.6%). The chemical composition of the   A. melegueta  seed essential oil showed a significant variability depending on the geographic origin and genetic characteristics of the samples. For example, samples from Nigeria exhibited humulene (26.23%), (  E )-ocimene (23.22%), (  E )-caryophyllene (19.17%), and (  S )-2-heptyl acetate (16.22%) as the major volatile constituents [  24 ]. On the other hand, the seeds from the Central African Republic contained high levels of β-pinene (>30%) and about 50% sesquiterpene hydrocarbons [  48 ], and an oil sample from Cameroon was made up of β-caryophyllene (8.5%), α-humulene (31.3%), and their epoxides (17.9% and 27.7%, respectively) [  49 ].",['contribution'],1,"['Monoterpene hydrocarbons gave a minor contribution (14.9%), with β-pinene (7.1%) and α-pinene (2.0%) as the most representative compounds.']",[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5551175\sections\1_body\2_3__results_and_discussion\1_3_1__chemical_composition\5_p.xml,"In the essential oil of   D. cinerea  seeds, a total of forty-nine volatile components were identified, accounting for 76.0% of the oil’s composition. Oxygenated monoterpenes were the most abundant constituents (50.6%), with geraniol (18.2%), terpinen-4-ol (7.5%), linalool (4.0%), and umbellulone (3.8%) as the most representative compounds. Oxygenated sesquiterpenes gave a lower contribution (12.1%), with none of the identified components exceeding 1.8%. Among other components occurring in the oil, it is worth noting the presence of ligustrazin (5.1%), elemicin (3.0%), and decanoic acid (2.8%). To our knowledge, no previous research has reported the chemical composition of   D. cinerea  seed essential oil.",['contribution'],1,"['Oxygenated sesquiterpenes gave a lower contribution (12.1%), with none of the identified components exceeding 1.8%.']",[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5551175\sections\2_back\0_ack.xml," Acknowledgments  The authors would like to thank the University of Camerino (FAR 2014/15, Fondo di Ateneo per la Ricerca, FPI000044) for financial support. Gustavo Daniel Campagnaro received a scholarship from Science without Borders (206385/2014-5, CNPq, Brazil). ",['financial support'],1,"['The authors would like to thank the University of Camerino (FAR 2014/15, Fondo di Ateneo per la Ricerca, FPI000044) for financial support.']","[[the University of Camerino, Fondo, la Ricerca]]","[['ORG', 'ORG', 'ORG']]","[[32, 73, 93]]","[[58, 78, 103]]",[['financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5568258\sections\2_back\1_ack.xml," This work was supported by grants from FAPERN (Fundação de Apoio à Pesquisa do RN), CNPQ (Conselho Nacional de Pesquisa), CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior), UFRN (Federal University of Rio Grande do Norte) and by Paulo Roberto Medeiros de Azevedo, who performed the statistical analysis in this study.   Funding  FAPERN (Fundação de Apoio à Pesquisa do RN) provided funding for the study design and CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior) funded the work during its development.    Availability of data and materials  All the details of data and materials of this study are included in the manuscript.  ",['provided funding'],1,['Funding  FAPERN (Fundação de Apoio à Pesquisa do RN) provided funding for the study design and CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior) funded the work during its development.'],"[[RN, Coordenação de Aperfeiçoamento de Pessoal de Nível Superior]]","[['ORG', 'ORG']]","[[49, 102]]","[[51, 161]]",[['provided funding']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5569441\sections\2_back\0_ack.xml," Acknowledgment  We are grateful for the financial support of Vice-chancellor for Research and Technology, Sabzevar University of Medical Sciences, Sabzever, Iran. ","['grateful', 'financial support']",2,"['We are grateful for the financial support of Vice-chancellor for Research and Technology, Sabzevar University of Medical Sciences, Sabzever, Iran.']","[[Research and Technology, Sabzevar University of Medical Sciences, Iran]]","[['ORG', 'ORG', 'GPE']]","[[65, 90, 141]]","[[88, 129, 145]]","[['grateful', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5575638\sections\2_back\0_ack.xml, Acknowledgments  The authors are grateful Puri Castillo for providing samples of    Allium sativum  from Spain.  ,"['grateful', 'for providing']",2,['The authors are grateful Puri Castillo for providing samples of    Allium sativum  from Spain.'],"[[Puri Castillo, Spain]]","[['ORG', 'GPE']]","[[25, 88]]","[[38, 93]]","[['grateful', 'for providing']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5585972\sections\2_back\0_ack.xml, Acknowledgements  Authors wish to thank everyone involved in the accomplishment of this study. Authors are thankful to the staff members of National Institute of Medical Research (NIMR) Insectary for their assistance. Thanks to Mr. Joseph Malulu for his assistance in operating GC-MS for chemical analysis of essential oils. Authors sincerely thank the Higher Education Students’ Loans Board for financing AT studies at CUHAS.   Funding  This study was supported by the Higher Education Students’ Loans Board granted to AT.    Availability of data and materials  The data supporting the conclusions of this article are included within the article. The raw data used in the present study are available from the corresponding author on request (kwekae@tpri.or.tz).  ,['Authors sincerely thank'],1,['Authors sincerely thank the Higher Education Students’ Loans Board for financing AT studies at CUHAS.'],"[[the Higher Education Students, Loans Board, CUHAS]]","[['ORG', 'ORG', 'ORG']]","[[24, 55, 95]]","[[53, 66, 100]]",[['Authors sincerely thank']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590060\sections\2_back\0_ack.xml," Acknowledgments  The GC-MS analysis was facilitated by funding through the ICCBS-TWAS Post-doctoral Fellowship awarded to Emmanuel Essien and utilized at the H.E.J Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan. ",['Fellowship'],1,"['The GC-MS analysis was facilitated by funding through the ICCBS-TWAS Post-doctoral Fellowship awarded to Emmanuel Essien and utilized at the H.E.J Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan.']","[[Fellowship, the H.E.J Research Institute of Chemistry, International Centre for Chemical and Biological Sciences, ICCBS, University of Karachi, Karachi, Pakistan]]","[['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'GPE']]","[[83, 137, 180, 239, 247, 270, 279]]","[[93, 178, 237, 244, 268, 277, 287]]",[['Fellowship']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590062\sections\2_back\0_ack.xml, Acknowledgments  The authors wish to thank FAPESP (Fundação de Amparo à Pesquisa do Estado de São Paulo) for financial support and CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior) for scholarship. ,['financial support'],1,['The authors wish to thank FAPESP (Fundação de Amparo à Pesquisa do Estado de São Paulo) for financial support and CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior) for scholarship.'],[[]],[[]],[[]],[[]],[['financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590063\sections\2_back\0_ack.xml," Acknowledgments  The authors would like to thank the Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq; 472546/2012-0), the Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES), the Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco (FACEPE; APQ-0318-2.08/13) and the Brazilian Ministry for Science, Technology and Innovation (MCTI; 01200.003711/2011-11) for research grants. They are also grateful to the NANOBIOTEC research network CAPES for financial support. ","['grateful', 'financial support']",2,['They are also grateful to the NANOBIOTEC research network CAPES for financial support.'],[[NANOBIOTEC]],[['ORG']],[[30]],[[40]],"[['grateful', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590065\sections\2_back\0_ack.xml," Acknowledgments  The GC-MS analysis was facilitated by funding through the ICCBS-TWAS Post-Doctoral Fellowship awarded to Emmanuel Essien and utilized at the H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan. ",['Fellowship'],1,"['The GC-MS analysis was facilitated by funding through the ICCBS-TWAS Post-Doctoral Fellowship awarded to Emmanuel Essien and utilized at the H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan.']","[[the H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences, ICCBS, University of Karachi, Karachi, Pakistan]]","[['ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'GPE']]","[[137, 181, 240, 248, 271, 280]]","[[179, 238, 245, 269, 278, 288]]",[['Fellowship']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590067\sections\2_back\0_ack.xml, Acknowledgments  The authors wish to thank to Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) (2016/24985-4) and Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) for providing financial support to this study. FBS and NOdS obtained a fellowship from Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES). PS received a scientific research award from CNPq. ,"['for providing', 'financial support', 'fellowship']",3,"['The authors wish to thank to Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) (2016/24985-4) and Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) for providing financial support to this study.', 'FBS and NOdS obtained a fellowship from Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES).']","[[Fundação de Amparo, Tecnológico], [FBS, Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES]]","[['ORG', 'GPE'], ['ORG', 'ORG']]","[[29, 160], [0, 40]]","[[47, 171], [3, 106]]","[['for providing', 'financial support'], ['fellowship']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590070\sections\2_back\0_ack.xml, Acknowledgments  The authors are grateful to Catherine Dussault and Karl Girard-Lalancette for their help with biological assays and Laboratoire PhytoChemia for advice regarding gas chromatography-flame ionization detection (GC-FID) system. We also thank Mammoud Rouhabia (Laval University) for providing    HaCaT  cells used in this study. This work was supported by funds from the    Fonds de Recherche Nature et Technologies.  ,"['grateful', 'also thank', 'for providing', 'funds']",4,"['The authors are grateful to Catherine Dussault and Karl Girard-Lalancette for their help with biological assays and Laboratoire PhytoChemia for advice regarding gas chromatography-flame ionization detection (GC-FID) system.', 'We also thank Mammoud Rouhabia (Laval University) for providing    HaCaT  cells used in this study.', 'This work was supported by funds from the    Fonds de Recherche Nature et Technologies.']","[[], [Laval University], [the    Fonds de Recherche Nature et Technologies]]","[[], ['ORG'], ['ORG']]","[[], [32], [38]]","[[], [48], [86]]","[['grateful'], ['also thank', 'for providing'], ['funds']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5602041\sections\2_back\0_ack.xml," Acknowledgements  We are grateful to Sida SRL, who supported the chemical analyses and travel to Egypt for both H.R. El-Seedi and A.-K. Borg-Karlson; to HEC Pakistan for financial support to M. Azeem, to EU Mobilitas MTT2 “Chemical ecology” for support to A-.K. Borg-Karlson, to UM, Malaysia for support to H.R. El-Seedi and the Alexander von Humboldt foundation, Germany to M. A. Farag for support his laboratory. M. F. AlAjmi is very grateful to the generous support provided by deanship of research, King Saud University under research group number RGP-150. ","['grateful', 'financial support', 'grateful', 'support provided']",4,"['We are grateful to Sida SRL, who supported the chemical analyses and travel to Egypt for both H.R. El-Seedi and A.-K. Borg-Karlson; to HEC Pakistan for financial support to M. Azeem, to EU Mobilitas MTT2 “Chemical ecology” for support to A-.K.', 'M. F. AlAjmi is very grateful to the generous support provided by deanship of research, King Saud University under research group number RGP-150.']","[[Egypt, H.R. El-Seedi, Borg-Karlson, HEC Pakistan, EU], [King Saud University]]","[['GPE', 'ORG', 'ORG', 'ORG', 'ORG'], ['ORG']]","[[79, 94, 118, 135, 186], [88]]","[[84, 107, 130, 147, 188], [108]]","[['grateful', 'financial support'], ['grateful', 'support provided']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5603114\sections\2_back\0_ack.xml," Acknowledgments  The authors would like to thank CNPq and UFPI for the financial support and LAGO-UFPI for the chromatographic analyses, as well as Boris Timah and Lorenna Fonseca for grammatical revision. ",['financial support'],1,"['The authors would like to thank CNPq and UFPI for the financial support and LAGO-UFPI for the chromatographic analyses, as well as Boris Timah and Lorenna Fonseca for grammatical revision.']","[[UFPI, LAGO-UFPI]]","[['ORG', 'ORG']]","[[41, 76]]","[[45, 85]]",[['financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5615139\sections\1_body\0_introduction\3_p.xml,"Several pharmacological properties have been reported for curcumin, a major component of the alcohol extract of   C. longa  and   C. domestica  rhizomes   [8] . The essential oil of   C. longa  has been reported to contain monoterpenes, sesquiterpenes, alcohols and ketones   [9] ,   [3] ,   [10] . Terpinolene and α-phellandrene have been identified as the predominant constituents of leaf oil of a Nigerian grown   C. longa  [11] , while   [12]  reported a different chemotype α-tumerone from Southwest Nigeria. The main focus of previous research study was on the anti-inflammatory, antimicrobial, anti-diabetic and other nutritional properties of the plant as well as on curcumin, ethanolic extract of the rhizome. However, there has been no report on the central nervous system effects of the plant, this study therefore aimed at evaluating the   in-vivo  neuropharmacological activity, determine the acute toxicity profile and investigate the chemical composition of the essential oil of the studied species since there were different chemotypes of the Nigerian   C longa . Therefore this study reveals the contribution of the plant’s volatile component to its central nervous system activities, toxicological profile and provides rationale for its ethnomedicinal uses.",['contribution'],1,"['Therefore this study reveals the contribution of the plant’s volatile component to its central nervous system activities, toxicological profile and provides rationale for its ethnomedicinal uses.']",[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5615139\sections\1_body\3_discussion\8_p.xml,"Furthermore, it was observed that EOCL failed to protect against PTZ-induced convulsions at the lowest dose (50 mg/kg, i.p), but there was significant (p < 0.05) delay in time of death compared to negative control (  Table 4 ). However, EOCL higher doses (100 and 200 mg/kg, i.p.) prevented episodes of convulsions and offered 100% protections comparable to diazepam (1 mg/kg, i.p.). This result indicates that this oil demonstrated significant anticonvulsant effect and may be effective in the management of generalized convulsion such as tonic-clonic and myoclonic convulsions as suggested in other studies   [41] . The mechanism of action of the anticonvulsant effect of the oil was not evaluated but enhancement or augmentation of GABA  A  neurotransmission in CNS may be involved   [42] . Strychnine-induced convulsions are closely linked with glycine inhibition in the spinal cord and the brain stem. The ability to reduce percentage mortality after seizures is suggestive of some potential usefulness of a drug against neurotoxicity which normally causes death following extensive seizures. However, the oil at all the tested doses failed to protect the mice against the strychnine-induced convulsions indicating that the oil or its constituent(s) may not have significant facilitatory effect on the glycine neural circuit   [43] . The anticonvulsant result obtained in this study provides additional justification for the use of this plant in treating epilepsy by the traditional medical practitioners. Generally, this study gives further evidence for the contribution of   C. longa  to several CNS activities that have been reported for the plant.",['contribution'],1,"['Generally, this study gives further evidence for the contribution of   C. longa  to several CNS activities that have been reported for the plant.']",[[CNS]],[['ORG']],[[92]],[[95]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5615139\sections\2_back\8_ack.xml, Acknowledgements  IAO is grateful to Obafemi Awolowo University for study leave and Walter Sisulu University for post-doctoral fellowship. ,"['grateful', 'fellowship']",2,['Acknowledgements  IAO is grateful to Obafemi Awolowo University for study leave and Walter Sisulu University for post-doctoral fellowship.'],"[[IAO, Obafemi Awolowo University, Walter Sisulu University]]","[['ORG', 'ORG', 'ORG']]","[[18, 37, 84]]","[[21, 63, 108]]","[['grateful', 'fellowship']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5622390\sections\2_back\0_ack.xml," Acknowledgments  The authors wish to thank Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq, Proc. N. 309762/2012-0 and 164913/2013-0) and Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP, Proc. N. 2014/15299-4 and 2014/17561-8) for financial support and scholarships.  ",['financial support'],1,['N. 2014/15299-4 and 2014/17561-8) for financial support and scholarships.'],[[]],[[]],[[]],[[]],[['financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5622398\sections\1_body\3_4__conclusions\1_p.xml,"Essential oils have great potential as food preservatives, due to their antioxidant and antimicrobial properties. Taking into account these properties, some essential oils may be considered for applications to different food systems such as meat, dairy, oils, and dressing. Many previous studies focussed on technological rather than nutritional aspects, and most studies on the biological activities of EOs were carried out in vitro, but not in vivo. Therefore, more studies in human systems are necessary to understand the effects of EOs on human health and their potential contribution to the nutrient and safety characteristics of food systems. It is critical to understand the effect of EOs and to optimize their combinations for use in food preservation to better exploit their possible synergistic effects in preventing both lipid oxidation and spoilage by pathogenic organisms. These considerations warrant the search for new medicinal plant species with high phenolic compound contents for beneficial applications in the food industry.",['contribution'],1,"['Therefore, more studies in human systems are necessary to understand the effects of EOs on human health and their potential contribution to the nutrient and safety characteristics of food systems.']",[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5622401\sections\2_back\0_ack.xml, Acknowledgment  We are grateful to Guy Erlich for providing the commercial sample of    C. gileadensis  essential oil.  ,"['grateful', 'for providing']",2,['We are grateful to Guy Erlich for providing the commercial sample of    C. gileadensis  essential oil.'],[[]],[[]],[[]],[[]],"[['grateful', 'for providing']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5625792\sections\2_back\1_ack.xml," Acknowledgements  This work was supported by a grant provided by the Tunisian Ministry of Higher Education and Scientific Research. We are grateful to Dr. R. Abdelhadi for her help in statistical analysis.   Funding  This work received financial support from Tunisian Ministry of Higher Education and Scientific Research.    Availability of data and materials  All data generated or analysed during this study are included in this published article.    Authors’ contributions  MJ and JEM designed the experiments, analysed the data and drafted the manuscript. SA and SM conceived research and approaches and have given final approval of the manuscript to be published. All authors read and approved the final manuscript.  ","['grateful', 'financial support']",2,"['We are grateful to Dr. R. Abdelhadi for her help in statistical analysis.', 'This work received financial support from Tunisian Ministry of Higher Education and Scientific Research.']","[[], [Tunisian Ministry of Higher Education and, Scientific Research]]","[[], ['ORG', 'ORG']]","[[], [42, 84]]","[[], [83, 103]]","[['grateful'], ['financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5641611\sections\2_back\0_ack.xml," Acknowledgements  One of the authors (SIM) acknowledges the fellowship from UGC, New Delhi under its MANF (Maulana Azad National Fellowship for Minorities) scheme. Financial support from UGC, New Delhi and DST, New Delhi for strengthening the research facilities in the School under the SAP-DRS and FIST programmes, respectively are gratefully acknowledged. The authors declare that there is no conflict of interests. ","['fellowship', 'Fellowship', 'Financial support']",3,"['Acknowledgements  One of the authors (SIM) acknowledges the fellowship from UGC, New Delhi under its MANF (Maulana Azad National Fellowship for Minorities) scheme.', 'Financial support from UGC, New Delhi and DST, New Delhi for strengthening the research facilities in the School under the SAP-DRS and FIST programmes, respectively are gratefully acknowledged.']","[[SIM, UGC, New Delhi, MANF], [UGC, New Delhi, DST, New Delhi, School]]","[['ORG', 'ORG', 'GPE', 'ORG'], ['ORG', 'GPE', 'ORG', 'GPE', 'ORG']]","[[38, 76, 81, 101], [23, 28, 42, 47, 106]]","[[41, 79, 90, 105], [26, 37, 45, 56, 112]]","[['fellowship', 'Fellowship'], ['Financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5651092\sections\2_back\0_ack.xml," Acknowledgments  The authors are grateful to FAPERJ, CNPq FOPESQ–UFF for financial support to the present work. ","['grateful', 'financial support']",2,"['The authors are grateful to FAPERJ, CNPq FOPESQ–UFF for financial support to the present work.']","[[FAPERJ, UFF]]","[['ORG', 'ORG']]","[[28, 48]]","[[34, 51]]","[['grateful', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5653886\sections\2_back\0_ack.xml, Acknowledgments  The authors would like to thank Dean of research of Urmia University for the financial support of the present study. ,['financial support'],1,['The authors would like to thank Dean of research of Urmia University for the financial support of the present study.'],[[Urmia University]],[['ORG']],[[52]],[[68]],[['financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5661929\sections\1_body\2_results_and_discussion\1_chemical_composition_of_p\3_p.xml,"The energetic contribution of   Pittosporum  seed was also important (385.65 kcal/100 g DW). The mineral content of the   Pittosporum  seeds have been found in 2.58 g/100 g DW ash content. Also, it is important to investigate the composition of minerals in plants because they have a basic role in our diet. The composition of macroelements (K, Mg, Ca, Na) and microelements (Fe, Zn, Mn) in seeds of   P. tobira  is detailed in Table   1 . As can be seen, potassium (an essential nutrient for the synthesis of proteins) was found to be the major nutrients detected in the seeds followed by Mg > Ca > Na. Ca intake helps to prevent and treat a variety of bone-related illnesses, such as osteoporosis [  22 ]. The predominant microelement in the seed sample was Fe (3.05 g/100 g DW). The content of minerals presents similar values to those reported for other cereals and pseudocereals [  21 ]. Moreover, food consumed by the citizens of underdeveloped countries are poor in important elements, namely Fe and Zn, and increased consumption of   P. tobira  might be useful to reward their daily needs [  23 ].",['contribution'],1,['The energetic contribution of   Pittosporum  seed was also important (385.65\xa0kcal/100\xa0g DW).'],[[]],[[]],[[]],[[]],[['contribution']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5661929\sections\2_back\1_ack.xml," Acknowledgements  The authors express their gratitude to the Ministry of Higher Education and Scientific Research of Tunisia. The authors dedicate this manuscript to the memory of Prof. Imen Said, who passed away on August 2016, for providing constant support to the characterization of plant essential oils using HS-SPME.   Funding  This work received financial support from Tunisian Ministry of Higher Education and Scientific Research (Grant No. 11/TM06).    Availability of data and materials  All data generated or analysed during this study are included in this published article.  ","['authors express', 'for providing', 'providing constant support', 'financial support']",4,"['The authors express their gratitude to the Ministry of Higher Education and Scientific Research of Tunisia.', 'The authors dedicate this manuscript to the memory of Prof. Imen Said, who passed away on August 2016, for providing constant support to the characterization of plant essential oils using HS-SPME.', 'This work received financial support from Tunisian Ministry of Higher Education and Scientific Research (Grant No.']","[[the Ministry of Higher Education and, Scientific Research of Tunisia], [HS-SPME], [Tunisian Ministry of Higher Education and, Scientific Research]]","[['ORG', 'ORG'], ['ORG'], ['ORG', 'ORG']]","[[39, 76], [188], [42, 84]]","[[75, 106], [195], [83, 103]]","[['authors express'], ['for providing', 'providing constant support'], ['financial support']]"
