sentences,label
"['The plant material was collected from a house garden located at the region of Sfax, Tunisia.']",not_acknow
['Plant material of   Coccinia grandis  was collected from Eklagna village Jalgaon.'],not_acknow
"['29â€²39.8E (elevation: 185m] were collected from local breeding areas of Jalgaon, India and identified using the microscopic examination as per Theodore et al.']",not_acknow
['The engorged females ticks of   R. (B.) microplus  were collected from infested animals from a farm of Rio Grande do Sul (Brazil) without history of acaricide use.'],not_acknow
"['Material and instrument : The kaffir lime oil sample was obtained from Ngunut, Tulungagung, East Java.']",not_acknow
['Whole fresh human blood from healthy person (15\xa0mL) was collected in EDTA tubes and centrifuged for 10\xa0min at 1000\xa0  g  at 4\xa0Â°C.'],not_acknow
"['Samples of the flower and leaves of   F. tingitana  L., collected in April 2013 from Mislata city which far away from Tripoli by 100 km.']",not_acknow
"['C. zeylanicum  bark was collected from rural regions of Jiroft district (Kerman, Iran) in June 2014.']",not_acknow
"['The protoscoleces of hydatid cysts were collected from the livers of naturally infected sheep and goats slaughtered at Kerman abattoir, Southeast of Iran and transferred to the Parasitology Laboratory at the Department of Parasitology and Mycology, Kerman University of Medical Sciences (Kerman, Iran).']",not_acknow
"['Sodium pentobarbital (70 mg/kg, i.p.) was used as euthanasia agent and then the abdomen was opened, and blood samples were collected from the heart.']",not_acknow
"['After swimming, a blood sample was collected from the rats in a common tube by abdominal aortic access for the determination of blood glucose, BUN, BLA, SOD, GSH-PX, and MDA.']",not_acknow
"['Leaves from   V. capitata, V. megapotamica, V. gardneriana , and   V. rufescens  were collected in the northeast of Brazil during the rainy season in June of 2015.']",not_acknow
['Stock solutions at a concentration of 1\u2009mg/ml in methanol and Trolox were prepared from   R. chalepensis  essential oils that were collected from three Palestinian regions.'],not_acknow
"['The leaves of   L. erythrocarpa  were collected from Namwon (a region in Jeju Island, Korea) in May 2014 and LEO was extracted by hydrodistillation.']",not_acknow
['Leaves of the cultivated plants of rosemary (  Rosmarinus officinalisL. ) were collected from Arak and Isfahan Universities.'],not_acknow
"['thunbergii  were collected from the campus of Baoji University of Art and Science (106Â°18â€² E, 33Â°35â€™N, 618\xa0m altitude), Baoji, China, in late September, 2015.']",not_acknow
"['The aerial parts of   Niphogeton dissecta  in flowering state were collected in September and October 2016 in the sector Loma la Torre, Loja, at an altitude of 3210 m a.s.l., with coordinates 696030 N,']",not_acknow
"['The oleoresin (relatively fresh, yellow, with a terpenic odor) of   P. amazonicum  was collected from Quito, Ecuador (0Â°14â€²0â€³ S, 78Â°31â€²0â€³ W, 3000 m above sea level).']",not_acknow
['Fresh samples of leaves and rhizomes of   A. calamus  were collected in different seasons (during 2014/2015) from three different altitudes of the Uttarakhand Himalayas in India.'],not_acknow
['Fresh leaves/rhizomes of   A. calamus  were collected from their natural habitat and tested in the phytochemistry research lab.'],not_acknow
"['From 50 individual   M. piperita  L. plants each, a total of 80â€“100 leaves (â‰ˆ 12\xa0cm  2  in size) were randomly collected from the base to the apex.']",not_acknow
"[""Red propolis was collected from the municipality of Brejo Grande, located in the state of Sergipe, in northeastern Brazil (S 10Â°28'25â€ and W 36Â°26'12â€)."", 'Samples were collected in September 2011 and were maintained frozen at âˆ’20 Â°C until use.', 'The essential oil obtained was collected in amber vials and stored at 4 Â°C until use.']",not_acknow
['Blood was collected from the retro-orbital sinus with Pasteur pipettes.'],not_acknow
"['Leaves of   B. salicifolius  were collected in Botucatu City, Brazil (22Â°57â€²55,90â€³ N 48Â°24â€²16,99â€³ W), on a morning during December 2014.']",not_acknow
"['The aqueous phase was collected in plastic containers, then filtered using a membrane of 0.22\xa0Î¼m and finally stored under refrigeration (4\xa0Â°C).']",not_acknow
"['Adhesion and Youngâ€™s modulus calculations were made from approximately 16,536 force curves collected from each of five biological replicates.']",not_acknow
"['Fresh fruits of   P. bashagardiana  were collected in September 2014 from Bashagard village, Jask County, Hormozgan Province, Iran: (25Â°38â€™38â€³N, 57Â°46â€™28â€³E, 900 m).']",not_acknow
"['The seeds for   in vitro  culture were collected from plantations established in the experimental area of Nuevo San Juan Parangaricutiro, MichoacÃ¡n, Mexico (19Â°25â€™23â€™â€™N, 102Â°07â€™47â€™â€™W), and the species was identified by Miguel Angel Bello-GonzÃ¡lez PhD (Faculty of Agrobiology, Universidad Michoacana de San NicolÃ¡s de Hidalgo).']",not_acknow
"['The flowers, leaves and roots of   E. ilicifolius  were collected from Mehriz County, Province of Yazd, Iran in June 2015, during the flowering stage.']",not_acknow
"['The aerial parts of oregano were collected in early summer 2014, near the town of Yazd (Yazd Province, Iran).']",not_acknow
"['The distillate A (35\u2009mL), consisting of essential oil and aromatic water, was collected in a flask, while 2\u2009ml of pure essential oil B was collected separately and analyzed through GC-MS.']",not_acknow
"['Samples of   C. nigrodigitatus  and   H. odoe  were collected in Yabassi, Cameroon.']",not_acknow
"['Finally, the filter paper was washed with 1â€“1.5\xa0ml of chloroform, and all permeate obtained were collected in the second series of the beakers.']",not_acknow
"['Then, the lower layer, which contained aflatoxin B  1 , was collected in a 100â€ml beaker and completely dried in vacuum oven at 40Â°C.']",not_acknow
['The microorganisms were collected from the Iranian Scientific and Industrial Research Organization.'],not_acknow
"['The freshly fermented cocoa beans (  Theobroma cacao ) were collected from a farmer in Mbanga, Littoral region, Cameroon, in July 2017.']",not_acknow
['A total of 100 g clove was subjected to hydro-distillation for 3 h with 600 mL distilled water using a Clevenger-type apparatus modified: the hydrosol was collected in a separator funnel (1 L) so that the heavy essential oil was decanted to the bottom of the flask and collected.'],not_acknow
['Blood sample was collected from each rat on day 21 and body weight was measured.'],not_acknow
"['In this   in vitro  study the plants were collected from Zanjan City, Iran, identified in the herbarium of Zanjan University of Medical Sciences and dried in shade.']",not_acknow
"['A. nilotica  (  Figure 1 ) plant seeds were collected from the grounds of Periyar University campus in Tamil Nadu, India (11.7122Â° N, 78.0709Â° E) on 15 January 2015.']",not_acknow
['The entire sample of seed pod essential oils was extracted and collected in sanitized glass vials.'],not_acknow
"['Three pumpkins cultivated in central Italy (Todi) and collected in autumn 2016 were selected for their uniformity of shape, weight, and color.']",not_acknow
"['The antibacterial activities of the essential oil against standard species of   Staphylococcus aureus  (ATCC 25923),   Enterococcus faecalis  (ATCC11700),   Escherichia coli , enterohemorrhagic   Escherichia coli  (ATCC 43894),   Streptococcus mutans  (ATCC 35668),   Streptococcus pneumonia  (ATCC 33400),   Streptococcus pyogenes  (ATCC 8668),   Salmonella enterica  (ATCC 14028),   Shigella flexneri  (NCTC 8516), and clinical isolates   Staphylococcus aureus, Enterococcus faecium ,   Enterococcus faecalis ,   Escherichia coli , and   Pseudomonas aeruginosa  collected from the Dr Faghihi Hospital (Shiraz, Iran) were also determined in this study.']",not_acknow
"['Larvae of   C. quinquefasciatus  were collected from water tanks in the Sanctorum Cemetery in Mexico City, Mexico (19Â°27â€²17â€³ N, 99Â°12â€²47â€³ W).']",not_acknow
"['Profiles generated by TRFLP indicated that up to 56% of the total bacteria in plume samples collected in September 2010 were affiliated with   Flavobacteria , whereas this number was only 10â€“30% when 16S rRNA gene-based clone library techniques were applied (Redmond and Valentine,   2011 ).']",not_acknow
['The heavy crude oil contaminated subsurface soil was collected from different heavy oil wells in Southern Oman as described previously [  11 ].'],not_acknow
"['For preparation of   P. roseum  essential oil (EO), aerial parts of the plant were collected from a herb garden (Kashan, Iran) during 2014.']",not_acknow
"['Wollemia nobilis  trees were purchased from wollemipine.co.uk and   Pinus sylvestris  trees were purchased from Coleâ€™s Plant Centre in Leicester, UK; fresh resin was collected from cuts on the trunk of each tree.']",not_acknow
"['Wild-type   Drosophila melanogaster  were collected in October 2015 by netting after the harvest in a vineyard in Market Harborough (UK).', 'Groups of 10 males (3â€“4 days old) were collected from 28 isofemale lines and housed in 20 antibiotic treated or 20 untreated vials (for the antibiotic treatment groups and wild type treatment groups, respectively).']",not_acknow
['minuta  L. plant was collected in early-autumn of 2015 from Roodbar (latitude: 37  Âº 44  ×³  20  ×´  N ; longitude: 40  Âº 96  ×³  44'],not_acknow
"['Approximately 0.1\u2009g of tree-borne seed oils were collected in test tubes, to which 0.5\u2009mL heptadecanoic acid (C17\u2009:\u20090) (1\u2009mg/mL hexane) was added as an internal reference.']",not_acknow
"['L.) seeds were collected from plants growing in region of Sousse (Centre of Tunisia), during April and June, 2012.']",not_acknow
"['Approximately 20 g of feces were collected from the rectal ampulla of monospecifically infected animals and immediately filtered under running water (37 Â°C) through sieves with a mesh size of 500, 150, 90 and 20 Î¼m, respectively.']",not_acknow
"['Oil palm fruits were collected from the Coconut Research Institute, Chinese Agricultural Academy of Tropical Crops, Wenchang, Hainan, China.']",not_acknow
"['Fully ripe and mature fruits of   T. ferdinandiana  were collected from over 600 trees, giving a total harvest of 5000 kg, from native bush land covering an area of 20,000 km  2  in Northern Territory, Australia in 2015 and were authenticated by the experts in Queensland Herbarium, Brisbane Botanic Gardens Mt Coot-tha, Queensland, Australia, where botanical specimens were retained for future reference (AQ522453).']",not_acknow
"['The aerial parts of myrtle were collected from Haji Abad, Iran during July/August 2015 and then identified by Dr. Mirtajadini at Department of Botany, Shahid Bahonar University of Kerman, Kerman, Iran.']",not_acknow
"['Branches with leaves of   G .   rosmarinifolia  were collected in February 2017 from plants located in the following site: â€œRaffo Rosso, Monte Cuccio, and Vallone Saganaâ€ (38Â°11â€™07â€N 13Â°16â€™05â€ Eâ€”Sicilyâ€”Palermo).']",not_acknow
"['Siparuna guianensis  was collected in the counties of Gurupi (11Â°43â€²45â€³ latitude S. 49Â°04â€²07â€³ longitude W) and Formoso do Araguaia (11Â°47â€²48â€³ latitude S. 49Â°31â€²44â€³ longitude W), State of Tocantins, Central Brazil.', 'guianensis  were collected in the mornings and used to extract the essential oils by hydrodistillation in a Clevenger apparatus as detailed elsewhere   24  .']",not_acknow
"['The aerial parts of   Zanthoxylum acanthopodium  were collected from 33 families of plants in the Ailao Mountains, Yunnan Province, China, in May 2013.']",not_acknow
"['Plant material was collected in August 2016, then dried at 40\xa0Â°C in a drying chamber and powdered.']",not_acknow
"['The oil obtained was collected in dark glass vessels, dried using dehydrated sodium sulfate and stored at below âˆ’\xa010\xa0Â°C until chromatographic determination.']",not_acknow
['Melaleuca alternifolia (M. alternifolia)  samples were collected in four locations of Zhaoqing City of Guangdong Province at altitudes between 300 and 600\u2009m. Samples were dried in well-ventilated spaces away from sunlight.'],not_acknow
"['The fungal culture was allowed to grow for 14 days at 28Â°C on CD agar and spores were collected in sterile peptone water made up of 0.05% of Tween 80 by soft scrap, and the sum of spores was attained to 10  6  spores/mL using a hemocytometer and used in further studies.']",not_acknow
"['Following incubation, maize grains (10 g) were collected from test samples and suspended in 90 mL of sterile peptone water and homogenized for 15 min at 160 rpm using a rotary shaker.']",not_acknow
['The fruits of argan tree were collected in the forest of Admine located at 15 km in the east of Agadir city (south of Morocco).'],not_acknow
"['At the end of the experiment, all rats were anesthetized with pentobarbital sodium and sacrificed by cervical decapitation after overnight fasting for 12\xa0h. Blood samples were collected from the femoral artery; the liver, kidneys, and adipose tissue (including the epididymal fat pads and perirenal fat pads) were surgically removed and weighed immediately.']",not_acknow
