Text,Label
"
 We thank Taylor & Francis Editing Services and Dr. Mary Otieno from International Center for Tropical Agriculture (CIAT) for their linguistic assistance during the preparation of this manuscript.
",Acknowledgment
"
 Acknowledgments
 The manuscript and studies concerning anticancer influence of polyphenols of olive oil were funded by the MN grant No. 01-0276/08/259 from Medical University of Gdansk (Gdansk, Poland) and Polish Ministry of Science and Higher Education. The authors kindly thank Prof. Stephan Nussberger (Institute of Biomaterials and Biomolecular Systems, Department of Biophysics, University of Stuttgart, Stuttgart, Germany) for his valuable comments on our article.
",Acknowledgment
"
 Acknowledgments
 This study was supported by grants from CAPES (Coordenadoria de Aperfeiçoamento de Pessoal de Nível Superior) and CNPq (Conselho Nacional de Desenvolvimento Científico e Tecnológico), Brazil. The authors thank Mr. Jailson Araujo Dantas and Mrs. Celia Regina Miranda for technical assistance.
",Acknowledgment
"
 Acknowledgements
 The authors would like to acknowledge Karianne Skogland Enerstvedt, Mari Mæland Nilsen, Azin Bayat, and Mads Busvold for their help with the exposure set-up and sampling. The sequencing service was provided by the Norwegian Sequencing Centre (
  www.sequencing.uio.no), a national technology platform hosted by the University of Oslo and supported by the “Functional Genomics” and “Infrastructure” programs of the Research Council of Norway and the South-eastern Regional Health Authorities.
 
 
  Funding
  The Research Council of Norway, PETROMAKS 2 (project # 229153), is gratefully acknowledged for financial support. Additional funding was obtained from the research program: Bioactive, University of Stavanger, Stavanger, Norway. The funding bodies had no role in the design of the study, collection, analysis, and interpretation of data and in writing the manuscript.
 
 
  Availability of data and materials
  The dataset (raw sequencing data) analysed during the current study are available in the European Nucleotide Archive (ENA) repository, 
   http://www.ebi.ac.uk/ena/data/view/PRJEB21667.
  
  All supporting data generated during this study are included in this published article and its additional files.
 
",Acknowledgment
"
 Acknowledgements
 This study is supported by Medicinal Plant, Research Center of Barij, Kashan, Iran.
",Acknowledgment
"
 Acknowledgment
 This study was supported by Amol University of Special Modern Technologies, Amol, Iran.
",Acknowledgment
"
 We thank Argonne National Laboratory for synchrotron beamtime, A. Berg for preparing samples for sequencing, and R. Neumann for sequencing. This paper was improved by helpful comments from N. Andre and one anonymous reviewer.
",Acknowledgment
"
 Acknowledgments
 This work was supported by Gyeongnam National University of Science and Technology Grant in 2017.
",Acknowledgment
"
 Acknowledgements
 The authors thank Prof. Paul M Mayer and Dr. Sharon Curtis of the John L. Holmes Mass Spectrometry Facility at the University of Ottawa (Ottawa, Canada) for facilitating the GC-MS analysis of oil samples. They thank also Mejri Zied for the statistical analysis.
 
  Funding
  Not applicable.
 
 
  Availability of data and materials
  All data generated or analyzed during this study are included within the article.
 
",Acknowledgment
"
 Authors′ contributions
 QWZ designed the study, conducted the literature search, extracted and analyzed data, drafted the manuscript, and is the corresponding author. LGL contributed to the critical revisions of the manuscript. WCY co-designed the study and co-developed the full text of the review, and is the co-corresponding author. All authors read and approved the final manuscript.
 
  Acknowledgements
  Not applicable.
 
 
  Competing interests
  The authors declare that they have no competing interests.
 
 
  Availability of data and materials
  All data used in this systematic review are fully available in the public domain.
 
 
  Consent for publication
  Not applicable.
 
 
  Ethics approval and consent to participate
  Not applicable.
 
 
  Funding
  This work was supported by funding from the Macau Science and Technology Development Fund (FDCT/042/2014/A1), Ministry of Science and Technology of China (No. 2013DFM30080), University of Macau (MYRG2014-00162-ICMS-QRCM and MYRG2016-00046-ICMS-QRCM).
 
 
  Publisher’s Note
  Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
 
",Acknowledgment
"
 Acknowledgments
 We thank Kevin Foley for his technical support. Any opinions, findings, conclusions, or recommendations expressed in this publication are those of the author(s) and do not necessarily reflect the view of the U.S. Department of Agriculture. Mention of trade names or commercial products in this publication is solely for the purpose of providing specific information and does not imply recommendation or endorsement by the U.S. Department of Agriculture. USDA is an equal opportunity provider and employer.
",Acknowledgment
"
 Acknowledgements
 We thank Fapesp, CNPq and Capes agencies for their financial support and EMBRAPA (Brazilian Agricultural Research Corporation)/UNAERP for technical and scientific support.
 
  Funding
  This study was supported by FAPESP (Foundation of São Paulo State Research - Project No. 2012/17405-4), CNPq (Proc. 304592/2013-7), CAPES and University of Ribeirão Preto.
 
 
  Availability of data and materials
  Original data used and analyzed during the current study are available from the corresponding author upon reasonable request.
 
",Acknowledgment
"
 Acknowledgments
 This project is supported by RIRDC Grant (Project ID 201430161). Saleha Akter’s Ph.D. is supported by Australian Government Research Training Program Scholarship.
",Acknowledgment
"
 ACKNOWLEDGEMENTS
 The content of this paper is extracted from the Ph.D. thesis (Grant No. 94/644) submitted by Mahboobeh Raeiszadeh which was financially supported by the Deputy of Research, Kerman University of Medical Sciences, Kerman, I.R. Iran.
",Acknowledgment
"
 Acknowledgments
 This review, including the costs to publish in open access, was supported by a grant from the World Association of Infectious Diseases (WAidid).
",Acknowledgment
"
 Acknowledgements
 Not applicable.
 
  Funding
  This article has been prepared from the master’s thesis of Hasan Huseyin IPCAK supported by TUBITAK “2210-C Domestic Graduate Scholarship Programme for Priority Areas” and EGETAV company in Izmir/Turkey. He is also thankful to TUBITAK for financial support during my thesis period. Besides, the authors gratefully acknowledge financial support from Faculty Member Training Program (ÖYP).
 
 
  Availability of data and materials
  Authors approved the data and materials availability.
 
",Acknowledgment
"
 Acknowledgments
 The authors extend their appreciation to the Deanship of Scientific Research at King Khalid University for funding this work through General Research Project under grant number (G.R.P-267-38).
",Acknowledgment
"
 Acknowledgments
 The authors would like to acknowledge Open Access Centre for the Advanced Pharmaceutical and Health Technologies (Lithuanian university of Health Sciences) for the opportunity to use modern infrastructure and perform this research.
",Acknowledgment
"
 Funding from the Natural Sciences and Engineering Research Council of Canada (NSERC), the NSERC CREATE-IDEM (Integrated Design of Extracellular Matrices) program, 20/20: NSERC Ophthalmic Biomaterials Research Network, and the Ontario Ministry of Research and Innovation Early Researcher Awards program is acknowledged.
",Acknowledgment
"
 This work was supported by grant from MIUR-ITALY PRIN2015 “Top-down and Bottom-up approach in the development of new bioactive chemical entities inspired on natural products scaffolds” (Project N. 2015MSCKCE_003).
 We thank Francesca Tavella and Giovanni Macaluso for their support during the collection of the plants.
",Acknowledgment
"
 Acknowledgments
 The authors thank the Cearense Foundation of Research Support (FUNCAP) and the National Council for Scientific and Technological Development (CNPq) for financial support for research, the Microbiology and Molecular Biology Laboratory and the Research Laboratory Natural Products.
",Acknowledgment
"
 Acknowledgment
 We are grateful to Dr.V. Mozaffarian (Research Institute of Forests and Rangelands. Tehran) for assistance in botanical identification
",Acknowledgment
"
 Acknowledgements
 This work was supported by grants from the CAPES Foundation, the National Council of Scientific and Technological Development (CNPq), the Minas Gerais State Foundation for Research Aid (FAPEMIG), and the Graduate School Rede Bionorte (Biodiversidade e Biotecnologia).
",Acknowledgment
"
 Authors’ contributions
 PLBF participated in the collection and preparation the plants to the herbaria, run the laboratory work, analyzed the data and contributed to the drafted paper. RCS helped with lab work. JKRS guided the lab work and data analysis. CS identified the plants and managed their introduction in herbaria. RHVM helped with lab work and data analysis. JGSM proposed the work plan, guided the laboratory work and drafted the manuscript. All authors read and approved the final manuscript.
 
  Acknowledgements
  The authors would like to thank CAPES, a Brazilian Government’s research funding agency, for its financial support.
 
 
  Competing interests
  The authors declare that they have no competing interests.
 
 
  Ethics approval and consent to participate
  Not applicable.
 
 
  Publisher’s Note
  Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
 
",Acknowledgment
"
 Availability of data and materials
 Data sharing not applicable to this article as no dataset is generated or analyzed during the current study.
",Acknowledgment
"
 Mr. Naveed Ahmad is very grateful to National Institute of Lasers and Optronics (NILOP) Islamabad for providing the necessary research facilities.
",Acknowledgment
"
 Authors’ contributions
 LZ designed the study and participated in the manuscript drafting. QH and WXW were responsible for laboratory examinations and data analyses. All authors read and approved the final manuscript.
 
  Acknowledgements
  The authors are grateful for financially supported by the National Natural Science Foundation of China (20676041).
 
 
  Competing interests
  The authors declare that they have no competing interests.
 
 
  Availability of data and materials
  All data and material were available in this study.
 
 
  Consent for publication
  The study was agreed to be published in this journal.
 
 
  Ethics approval and consent to participate
  No applicable.
 
 
  Funding
  The study was financially supported by the National Natural Science Foundation of China (20676041).
 
 
  Publisher’s Note
  Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
 
",Acknowledgment
"
 Acknowledgements
 The authors thank Luke’s laboratory technical staff for their assistance. We are also grateful for funding from the Strategic Research Program (SRC) Academy of Finland (grant number 293045, Novel protein Sources of Food Security).
",Acknowledgment
"
 To Professor Richard J. Kuhn, Purdue University for the generous gift of the plasmid containing the Ross River virus strain T48 (RRV-T48) sequence, GenBank 
  GQ433359. To Dr George Snounou for English wording review. To DIM-MALINF (Région Ile de France) for support of E.B and Regional Council of Reunion Island for support to M.R.
 
",Acknowledgment
"
 Acknowledgements
 The authors would like to thank anonymous reviewers for valuable comments.
",Acknowledgment
"
 This work was supported by the Research Affairs, United Arab Emirates University (UAEU), through UPAR Grant to AC as PI (Grant No. 31F092).
",Acknowledgment
"
 Acknowledgements
 This research was supported by National Center for Complementary & Integrative Health Award (#R01AT009457) (Zhang), the Agency for Healthcare Research & Quality grant (#1R01HS022085) (Melton), the National Center for Advancing Translational Science (#U01TR002062) (Liu/Pakhomov/Jiang), and the University of Minnesota Clinical and Translational Science Award (#8UL1TR000114) (Blazer).
",Acknowledgment
"
 Acknowledgments
 The authors wish to thanks Akdeniz University Scientific Research Projects Unit (2008.01.0105.011) for financial support of this work.
",Acknowledgment
"
 Acknowledgements
 This research was supported by Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Science, ICT and future Planning (2016R1A2A2A05918651).
",Acknowledgment
"
 Acknowledgment
 The authors would like to thank the 
  Ministry of Higher Education and Scientific Research of Algeria for the offer of scholarship to the postgraduate (M. Khiari) and also the 
  University Malaysia Sabah of Malaysia for providing the necessary facilities.
 
",Acknowledgment
"
 Acknowledgments
 We thank A. Richard from the “Centre de Microscopie Electronique” of the University of Orléans for assistance in SEM data acquisition. This work was supported by a grant of the Romanian Ministry of Research and Innovation, CCCDI-UEFISCDI, through the project “Improvement of Life Quality by Developing new Technologies Based on Efficient Nanoparticles in Water and Soil Decontamination-PN-III-P1-1.2-PCCDI-2017-0134”, Contract Nr. 23PCCDI/2018.
",Acknowledgment
"
 Authors’ contributions
 MP performed the preliminary investigations, adapted the fluorescence-microscopy technique, designed the experiment and analyzed the data. AB performed the fluorescence-microscopic works, including sample preparation, staining and image processing, and was a major contributor in writing the manuscript. AN and AK assisted the work and the interpretation of the Fourier-transform infrared (FTIR) imaging and co-wrote the sections, which included the FTIR. HS and HH enabled the investigation in their working groups. All authors read and approved the final manuscript.
 
  Acknowledgements
  Special thanks to Dr. Elisabeth Seigner, Dr. Martin Müller and Stefanie Gellan of the Research Groups IPZ5c, IPZ1a and IPZ4a at the Bavarian State Research Center for Agriculture (LfL) for supply, guidance and assistance in the fluorescence-microscopy, to Dr. Dieter Treutter† and Ina Tittel of the Technical University of Munich, TUM School of Life Sciences Weihenstephan, department of fruit science for supply, guidance and assistance in the histological techniques and light-microscopy.
 
 
  Competing interests
  The authors declare that they have no competing interests.
 
 
  Availability of data and materials
  The datasets used and/or analysed during the current study are available from the corresponding author on reasonable request.
 
 
  Consent for publication
  Not applicable.
 
 
  Ethics approval and consent to participate
  Not applicable.
 
 
  Funding
  The valerian breeding project is part of the Demonstration Project Medicinal Plants (KAMEL) and is being supported by Fachagentur Nachwachsende Rohstoffe e.V. (FNR) on behalf of the German Federal Ministry of Food and Agriculture based on a decision of the German Bundestag.
 
 
  Publisher’s Note
  Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
 
",Acknowledgment
"
 Acknowledgments
 The authors would like to express their deepest gratitude to the Faculty of Nature and Life Sciences, University of Bejaia, Algeria, for their technical support. All the authors express their sincere thanks to the staff of the Associated Laboratory in Marine and Aquaculture Ecosystems, Faculty of Nature and Life Sciences, University of Bejaia, for providing all necessary facilities to execute the research work. The authors would like to express their deepest gratitude to the Faculty of Agronomy of Setif, Algeria, for their technical support. This study was supported by internal funding.
",Acknowledgment
"
 NK was grateful to the University Grants Commission (UGC), Government of India for providing the fellowship [Grant No.: F. 2-14/2012(SA-I)] to pursue Ph.D. The authors were thankful to Director, DFRL, and Joint Director, DRDO-BU Centre for Life Sciences for their kind support and encouragement.
",Acknowledgment
"
 Acknowledgments
 This study was supported by grants from the Fundação Cearense de Apoio ao Desenvolvimento Científico e Tecnológico (FUNCAP).
",Acknowledgment
"
 Acknowledgments
 The authors would like to thank Ms. Jamila Idbourrous, Director of UCFA Tissaliwine (argan products cooperative), Agadir, Morocco, for the extraction of argan oil.
",Acknowledgment
"
 The authors would like to thank the Scientific and Technological Project in Jiangsu Province, China (Contract No.BE2007407), the Fundamental Research Funds for the Central Universities (No.2242016 K40024), and the Key Research and Development projects of the Ministry of Science and Technology (No.2016YFD0400604-02) for financially supporting this research.
 
  Funding
  The study was supported by the Scientific and Technological Project in Jiangsu Province, China (Contract No.BE2007407), the Fundamental Research Funds for the Central Universities (No.2242016 K40024), and the Key Research and Development projects of the Ministry of Science and Technology (No.2016YFD0400604–02).
 
 
  Availability of data and materials
  The datasets used and/or analyzed during the current study are available from the corresponding author upon reasonable request.
 
",Acknowledgment
