PMC5855832	Results >> Chemical Composition of Syzygium aromaticum Essential Oil and Argan Oil: Syzygium aromaticum 	label	caption
	Materials and Methods >> Argan Oil:  antioxidant 	label	caption
	Materials and Methods >> Essential Oil Extraction: virgin Argan	Materials and Methods >> Essential Oil Extraction >> Argan Oil: mechanical press extraction, 	Materials and Methods >> Essential Oil Extraction >> Argan Oil: Agadir city, south west of Morocco	label	caption
	Materials and Methods >> Essential Oil Extraction: hydro-distillation	label	caption
PMC5858069	MATERIALS AND METHODS >>  Determination of minimum inhibitory concentration and minimum bactericidal concentration: 	label	caption
	RESULTS : antibacterial effect	label	caption
PMC5858457	Materials and Methods >> Collection of Plant Materials: A. nilotica	Materials and Methods >> Collection of Plant Materials: plant seeds	label	caption
	Materials and Methods >> Hydrodistillation of Essential Oils: hydrodistillation	label	caption
PMC5859817	Materials and Methods >> Antimicrobial Activity: antimicrobial 	label	caption
	Results and Discussions >> Screening Bioactive Compounds of  C. operculatus Essential Oil : anti-infective and antiseptic agent	label	caption
	Results and Discussions >> Screening of Antibacterial Activity of  C. operculatus Essential Oil: 	label	caption
PMC5867545	Materials and Methods>> Collection of Pumpkin Samples: C. maxima L., var. Berrettina	Materials and Methods >> Collection of Pumpkin Samples: leafy green, peeled , seeds	label	caption
PMC5867556	Materials and Methods >> Antioxidant Activity:  radical scavenging effect	label	caption
	Results >> propolis	Results: glycolic and hydroalcoholic	label	caption
PMC5871051	Materials and Methods >> Sample Collection >> Antimicrobial Susceptibility: Antimicrobial, antibiotics 	label	caption
PMC5871294	Materials and Methods >> Determination of Antimicrobial Activities >> Microorganisms: anti-fungal	label	caption
	Materials and Methods >> Determination of Antimicrobial Activities >> Determination of Minimum Inhibitory Concentration:  antifungal activities	label	caption
PMC5872285	label	caption
PMC5872290	Materials and Methods >> Effects of Dose and Time Period on Larvicidal Activity: 	label	caption
	Results >> Larvicidal and Pupaecidal Activities of Essential Oils and Their Constituents: 	label	caption
PMC5874608	Biological Activities >> Allelopathic Activity: 	label	caption
	Biological Activities >> Antibacterial and Antifungal Activity: antibacterial activity, antifungal activity	label	caption
PMC5876267	Materials and methods>> Anthelmintic activity against Anisakis simplex L3 larvae : antiparasitic	label	caption
	Results >>Anthelmintic activity: larvicidal	label	caption
PMC5876298	Methods for microbiological analysis >> Cultivation-dependent methods: microbiological	label	caption
PMC5877547	Chemical Composition of Olive Oil >> olive oil 	Chemical Composition of Olive Oil: fruits	label	caption
	Beneficial Effects of Olive Oil and Olive Leaf Extract >> Beneficial Properties of Oleuropein: prevent arterial hypertension or as diuretics and antiseptics, chemopreventive activity, antioxidant 	label	caption
	Beneficial Effects of Olive Oil and Olive Leaf Extract: lchemopreventive activity, Anticancer properties,  antimicrobial and antiviral, Antioxidant and anti-atherogenic 	label	caption
	Beneficial Effects of Olive Oil and Olive Leaf Extract>> Health Benefits of Hydroxytyrosol: scavenge free radicals and reactive oxygen/nitrogen species as well as to activate endogenous antioxidant systems in the body	label	caption
	Beneficial Effects of Olive Oil and Olive Leaf Extract >> Beneficial Properties of Oleuropein: anti-angiogenic	label	caption
	Antineoplastic Properties of Olive Oil Polyphenols and the Mechanism of Action:  lower risk of developing cancer. Carcinogenesis 	label	caption
	Anticancer Activity of Hydroxytyrosol>> regulates the proliferation, apoptosis, angiogenesis, and invasion of cancer cells 	label	caption
	Anticancer Activity of Hydroxytyrosol>> Oleuropein as Anticancer Agent: anticancer activity 	label	caption
PMC5878871	Materials and Methods >> Evaluation of Topical Anti-Inflammatory Effect: inflammatory stimulus	label	caption
	Materials and Methods >> Evaluation of Systemic Anti-Inflammatory Effect: 	label	caption
	Materials and Methods >> Determination of Myeloperoxidase (MPO) Activity	label	caption
	Results >>  Analysis of LEO: 	label	caption
	Results >> In Vitro Chemotactic Effect of LEO:did not increase leukocytes chemotaxis	label	caption
	Results >> Effects of LEO on the Topical Inflammation Induced by Croton Oil	label	caption
PMC5879832	label	caption
PMC5884000	Chemical composition of N. sativa seed fixed oil	label	caption
	The potential efficacy of N. sativa fixed oil in treatment of sinusitis>> The anti-histaminic, anti-oxidant and anti-inflammatory effects of N. sativa seed fixed oil: anti-inflammatory, anti-histaminic and antioxidant effects, anti-histaminic, anti-inflammatory and immunoboosting effects	label	caption
	The potential efficacy of N. sativa fixed oil in treatment of sinusitis >> Immunomodulatory effects of N. sativa seed fixed oil: immunomodulatory effects 	label	caption
	The potential efficacy of N. sativa fixed oil in treatment of sinusitis >> Antimicrobial effects of N. sativa fixed oil: antimicrobial activity, antiviral	label	caption
	The potential efficacy of N. sativa fixed oil in treatment of sinusitis >> Analgesic effects of N. sativa fixed oil:  analgesic effects	label	caption
PMC5884125	Results >> Sample Collection and Preparation	label	caption
PMC5885327	Materials and Methods >> Materials: hydrodistillation	Materials and Methods >> Materials: Kashan, Iran	label	caption
	Results >>  anti-trichomonal, anti-protozoal 	label	caption
PMC5886561	Materials and methods >> General experimental design: Pinus sylvestris 	Materials and methods >> General experimental design: Plant Centre in Leicester, UK	label	caption
	Materials and methods >> Resin type experiments: Wollemia nobilis and Pinus sylvestris	label	caption
	Results >> Resin type: W. nobilis	label	caption
PMC5896384	Materials and Methods >> Materials : linseed and sesame oils	Materials and Methods >> Materials: seeds	label	caption
PMC5896386	Results and Discussion >> Antioxidant activity: antioxidant 	label	caption
	Results and Discussion >> Chemical composition of the essential oil: hydrodistillation	Results and Discussion >> Chemical composition of the essential oil: Northern Iran
