PMC_id	activity	plant	plantparts	process	location
PMC5717781	BIOLOGICAL EFFECTS OF ECHINOPHORA GENUS >>  antioxidant activity >> Pharmacological effects of Echinophora platyloba: anticancer, antimutation	BOTANY >> Botany of Echinophora sibthorpiana	BOTANY >> Botany of Echinophora sibthorpiana: stems, leaves, fruit		
PMC5717781	CHEMICAL RELATIONS OF COMPOUNDS AND BIOLOGICAL EFFECT : antioxidant ,	SECONDARY METABOLITES OF ECHINOPHORA GENUS >>Essential oil: E. cinerea			
PMC5723952	Results and Discussion >> Free Radical Scavenging Activity: antioxidant	Results and Discussion >> Essential Oil Yield: Rudbeckia triloba			
PMC5735349	Results >>    Chemical composition and cytotoxicity of LEO: cytotoxicity				
PMC5745743	Results >>   Potential anti-tumor effect of O. fragrans Var. thunbergii essential oil:  tumor-inhibiting	Results >>    Chemical composition of O. fragrans Var. thunbergii essential oil : O. fragrans var. thunbergii	Results >>    Chemical composition of O. fragrans Var. thunbergii essential oil :  flowers	Results >>    Chemical composition of O. fragrans Var. thunbergii essential oil	Results >>    Chemical composition of O. fragrans Var. thunbergii essential oil
PMC5745743	Results >> Potential neuroprotective effect of O. fragrans Var. thunbergii essential oil : neuroactive				
PMC5747963	Methods >> In vitro biocompatibility >> Cytotoxicity test : Cytotoxicity	Methods			
PMC5747963	Methods >>  In vitro biocompatibility >> Cell migration/proliferation assay for wound healing:  wound healing				
PMC5747963	Methods >>  In vitro biocompatibility >> Antimicrobial properties: antimicrobial				
PMC5748641	Results and Discussion : Antimicrobial Activity	Results and Discussion : Niphogeton dissecta	Results and Discussion : aerial parts	Results and Discussion :  steam distillation	Results and Discussion
PMC5748641	Results and Discussion >> Cholinesterase Inhibition Test: selectivity for the inhibition of BChE				
PMC5748641	Materials and Methods >> Antimicrobial Activity : Antimicrobial	Materials and Methods >> Plant Material : Niphogeton dissecta	Materials and Methods >> Plant Material: aerial parts	Materials and Methods >> Extraction of Essential Oil: steam distillation	Materials and Methods >> Plant Material : Ecuador
PMC5750594	Materials and Methods >> Antifungal Screening: Antifungal	Materials and Methods >> Essential Oil : P. amazonicum		Materials and Methods >> Essential Oil: hydrodistillation	Materials and Methods >> Essential Oil :  Quito, Ecuador
PMC5750594	Results and Discussion >> Antifungal Activity: antifungal activity				
PMC5750605	Material and Methods >> Antioxidant Activity: antioxidant property	Material and Methods >> Plant Material: A. calamus	Material and Methods >> Plant Material: leaves	Material and Methods >> Extraction of Essential Oils: hydro-distillation	Material and Methods >> Plant Material: Uttarakhand Himalayas in India
PMC5750605	Material and Methods >> Antioxidant Activity >> DPPH Radical Scavenging Activity: scavenging ability of the antioxidants				
PMC5750605	Material and Methods >> Antioxidant Activity >> Metal Chelating Activity: chelating ability				
PMC5750605	Results and Discussion >> hydro distilled	Results and Discussion	Results and Discussion	Results and Discussion >> hydro distilled	Results and Discussion
PMC5750605	Results and Discussion >> antioxidant	Results and Discussion >> A. calamus			
PMC5761127	Methods>> Measurement of free radical-scavenging action: free radicals scavenging activity				
PMC5761127	Results >> Essential oil antioxidant activity : antioxidant				
PMC5778779	Methods >> Antibacterial activities:Antibacterial 	Methods >> Plant material: Corymbia citriodora	Methods >> Plant material: leaves	Methods >> Extraction of essential oils: hydro-distillated	Methods >> Plant material: Egypt)
PMC5778779	Methods >> Antifungal activities:Antifungal 	Methods >> Extraction of essential oils: C. citriodora, C. macrocarpa			
PMC5778779	Methods >> Antioxidant activity of the EOs:Antioxidant 	Results >> Composition of the EOs :			
PMC5778779	Results >> Antibacterial activity:  Antibacterial				
PMC5778779	Results >> Antifungal activity:  Antifungal 				
PMC5778779	Results >> Antioxidant activity: Antioxidant 				
PMC5788217	Materials and Methods >>   Antimicrobial combination and interaction: Antimicrobial 	Materials and Methods >> Zataria multiflora Boiss	Materials and Methods : plant	Materials and Methods >>   Essential oil extraction and quantiï¬cation >> hydrodistillation	Materials and Methods >> Iran
PMC5788217	Materials and Methods >> Biofilm removal: biofilm removal				
PMC5788217	Materials and Methods >> Combined sanitizing activity: antimicrobial				
PMC5788217	Results >> Antibacterial properties of ZEO and SNP: antibacterial				
PMC5788217	Results >> Synergistic sanitizing activity : antimicrobial				
PMC5789316	Tocopherol Variability in Almond : hypo-cholesterolemic, anti-cancer, and neuroprotective	Tocopherol Variability in Almond : Almond	Tocopherol Variability in Almond : seedlings		Tocopherol Variability in Almond : Morocco
PMC5794096	Materials and methods >>  Anti- Trichomonas vaginalis activity assay: antiparasitic activity	Materials and methods >> Red propolis sample collection and essential oil preparation: Red propolis	Materials and methods >> Red propolis sample collection and essential oil preparation	Materials and methods >> Red propolis sample collection and essential oil preparation: hydrodistillation	Materials and methods >> Red propolis sample collection and essential oil preparation: northeastern Brazil
PMC5794096	Materials and methods >> Cytotoxicity assay: Cytotoxicity				
PMC5794096	Materials and methods >> Adjuvant assay >>  Antigen expression and purification : antigen				
PMC5794096	Materials and methods >> Assessment of antibody production : antibody production				
PMC5795983	Results and Discussion >> Antifungal Activity: antifungal	Results and Discussion >> Yield and Chemical Composition of the Essential Oil: B. salicifolius, Ocimum basilicum, Thymus vulgaris, Eucalyptus citriodora			
PMC5795983	Results and Discussion >>  Antibacterial Activity : Antibacterial activity	Materials and Methods >> Plant Material and Extraction of Essential Oil			Materials and Methods >> Plant Material and Extraction of Essential Oil : Brazil
PMC5795983	Materials and Methods >> Antifungal Activity: antifungal				
PMC5795983	Materials and Methods >>  Antibacterial Activity : antibacterial				
PMC5811758	Results >> Antinociceptive activity of PBFEO >> Carrageenan-induced inflammation test:  anti-inflammatory	Results	Results	Results	Results
PMC5811758	Results >> Cotton pellet-induced inflammation test: anti-inflammatory				
PMC5813356	Methods >> Anti-leishmanial activity: Anti-leishmanial	Methods >> Plant material: H. tuberculatum	Methods >> Plant material	Methods >> Extraction of essential oils: plant parts (leaves and/or stems or roots), hydrodistillation	Methods >> Plant material: Tunisia
PMC5813356	Results >>  Anti-leishmanial activity : Anti-leishmanial 	Results >> Chemical profiles of the oils: H. tuberculatum			
PMC5822514	MATERIALS AND METHODS >> Sample preparation: 2,2-Diphenyl-1-picrylhydrazyl free radical-scavenging capacity: radical scavenging	MATERIALS AND METHODS >> Plant material: S. macrostema	MATERIALS AND METHODS >>  Plant material: seeds, aerial parts (leaves and stems)	MATERIALS AND METHODS >> Sample preparation: aerial part, hydrodistillation	MATERIALS AND METHODS >> Plant material:  Mexico
PMC5822514	MATERIALS AND METHODS >> 2,2â€™-Azinobis-3-ethylbenzothiazoline-6-sulfonic acid cation radical-scavenging capacity : radical scavenging	RESULTS >>Chemical composition of the Satureja macrostema essential oil: S. macrostema	RESULTS >> Chemical composition of the Satureja macrostema essential oil: aerial part	RESULTS >> Chemical composition of the Satureja macrostema essential oil: hydrodistillation	
PMC5822514	MATERIALS AND METHODS >>Total antioxidant activity by phosphomolybdenum method: antioxidant				
PMC5822514	RESULTS >> Antioxidant activity of essential oil: antioxidant				
PMC5830750	Materials and Methods >> Antibacterial assay	Materials and Methods >> Plant material: E. ilicifolius	Materials and Methods >>Plant material: flowers, leaves and roots	Materials and Methods >> Hydrodistillation method, air-dried	Materials and Methods >> Plant material:  Tehran, Iran
PMC5830750	Results: antimicrobial	Results >> E. ilicifolius		Materials and Methods >> Headspace solid-phase microextraction method	
PMC5838999	Methods >> Antioxidant activity >>ABTS radical scavenging activity assay: antiradical activity	Methods >> Plant material and essential oil extraction :	Methods >>	Methods >>   Plant material and essential oil extraction :  flowering, hydrodistillation	Methods >> Plant material and essential oil extraction : Sousse-Tunisia
PMC5838999	Methods >> In vitro pancreatic lipase inhibition assay >> Measurement of pancreatic lipase activity: pancreatic lipase activity				
PMC5838999	Results >> Antioxidant activity>> ABTS radical scavenging activity: ABTS-radical-scavenging activity	Results >> Chemical composition of the R. acaule essential oil :R. acaule	Results >> Chemical composition of the R. acaule essential oil : aerial part		
PMC5846372	Materials and Methods >>  Materials >>  Antioxidant Properties: Antioxidant				
PMC5846372	Materials and Methods >>  Materials >>  Antimicrobial Bioassay: Antimicrobial				
PMC5846372	Results and Discussion >> Antioxidant Properties : Antioxidant 				
PMC5846372	Results and Discussion >> Antimicrobial Bioassay : Antimicrobial				
PMC5849899	RESULTS AND DISCUSSION >>  Mold inhibitory potential of EOs in PDA medium: antimicrobial	RESULTS AND DISCUSSION >> Mold inhibitory potential of EOs in PDA medium: thyme and clove			
PMC5849928	RESULTS AND DISCUSSION >>  Investigating the ingredients of AEO: antioxidant				
PMC5849928	RESULTS AND DISCUSSION >> Minimum inhibitory concentration of essential oil:  antibacterial activity of antimicrobial agents				
PMC5852288	Material and methods >> Methods >> Effect of processing on the antioxidant activity of cocoa beans:  scavenge the DPPH radical			Material and methods >> Methods>> Sample preparation and processing >> Oil extraction >> Maceration method: dried samples,  extracted	
PMC5852288	Results and discussion >>   Effect of processing on the phenolic content and antioxidant activity of cocoa beans >> Antioxidant activity: Antioxidant 	Results and discussion	Results and discussion	Results and discussion	Results and discussion
PMC5855832	Materials and Methods >> Argan Oil:  antioxidant	Materials and Methods >> Argan Oil: virgin Argan		Materials and Methods >> Argan Oil: mechanical press extraction	Materials and Methods >> Argan Oil: Agadir city, south west of Morocco
PMC5858069	MATERIALS AND METHODS >>  Determination of minimum inhibitory concentration and minimum bactericidal concentration: bactericidal			MATERIALS AND METHODS:  distillation	MATERIALS AND METHODS : Zanjan City, Iran
PMC5858069	RESULTS : antibacterial effect				
PMC5859817	Materials and Methods >> Antimicrobial Activity: antimicrobial	Materials and Methods >> Collection and Preparation of  Cleistocalyx operculatus Essential Oil : Cleistocalyx operculatus	Materials and Methods >> Collection and Preparation of  Cleistocalyx operculatus Essential Oil : leaves	Materials and Methods >> Collection and Preparation of  Cleistocalyx operculatus Essential Oil : Air-dried, hydrodistillation	Materials and Methods >> Collection and Preparation of  Cleistocalyx operculatus Essential Oil : Ho Chi Minh City, Vietnam
PMC5859817	Results and Discussions >> Screening Bioactive Compounds of  C. operculatus Essential Oil : anti-infective and antiseptic agent	Results and Discussions >> Screening Bioactive Compounds of  C. operculatus Essential Oil : C. operculatus	Results and Discussions >> Screening Bioactive Compounds of  C. operculatus Essential Oil : leaves		
PMC5859817	Results and Discussions >> Screening of Antibacterial Activity of  C. operculatus Essential Oil: Antibacterial 				
PMC5867556	Materials and Methods >> Antioxidant Activity:  radical scavenging effect	Materials and Methods >> Materials: poplar propolis	Materials and Methods >> Materials	Materials and Methods >> Materials: extract	Materials and Methods >> Materials:  Italy
PMC5871051	Materials and Methods >> Sample Collection >> Antimicrobial Susceptibility: Antimicrobial, antibiotics	Materials and Methods >> Plant Material and Preparation of the Essential Oils and Extracts: B persicum, E globulus, and rose water	Materials and Methods >> Sample Collection: B persicum, E globulus	Materials and Methods >> Plant Material and Preparation of the Essential Oils and Extracts: dried plants were hydrodistilled	Materials and Methods >> Plant Material and Preparation of the Essential Oils and Extracts: Kashan, Iran.
PMC5871294	Materials and Methods >> Determination of Antimicrobial Activities >> Microorganisms: anti-fungal	Materials and Methods >> Essential Oil Preparation: Salvia mirzayanii	Materials and Methods >> Essential Oil Preparation: Aerial parts	Materials and Methods >> Essential Oil Preparation: flowering, hydrodistilled	Materials and Methods >> Essential Oil Preparation: Iran, Bandar Abbas (Hormozgan province)
PMC5871294	Materials and Methods >> Determination of Antimicrobial Activities >> Determination of Minimum Inhibitory Concentration:  antifungal activities				
PMC5872290	Materials and Methods >> Effects of Dose and Time Period on Larvicidal Activity: Larvicidal 	Materials and Methods >> Plant material : cinnamon cortex ( Cinnamomum verum), cumin leaves ( Cuminum cyminum), clove bottoms ( Syzygium aromaticum), laurel leaves ( Laurus nobilis), Mexican oregano leaves ( Lippia berlandieri) and anise seeds ( Pimpinella anisum)		Materials and Methods >> Essential Oils Extraction and Characterization: hydrodistillation, dried and chopped	
PMC5872290	Results >> Larvicidal and Pupaecidal Activities of Essential Oils and Their Constituents:  Larvicidal and Pupaecidal 				
PMC5874608	Biological Activities >> Allelopathic Activity: Allelopathic	Essential Oils and Non-Volatile Components >> Essential Oils:  Conradina spp	Essential Oils and Non-Volatile Components >> Essential Oils: aerial parts		
PMC5874608	Biological Activities >> Antibacterial and Antifungal Activity: antibacterial activity, antifungal activity				
PMC5876267	Materials and methods>> Anthelmintic activity against Anisakis simplex L3 larvae : antiparasitic	Materials and methods >> Origanum compactum essential oil : O. compactum	Materials and methods >> flowering aerial parts	Materials and methods >> Origanum compactum essential oil : Madrid, Spain	
PMC5876267	Results >>Anthelmintic activity: larvicidal	Results >> Essential oil composition: O. compactum			
PMC5876298	Methods for microbiological analysis >> Cultivation-dependent methods: microbiological				
PMC5877547	Beneficial Effects of Olive Oil and Olive Leaf Extract >> Beneficial Properties of Oleuropein: prevent arterial hypertension or as diuretics and antiseptics, chemopreventive activity, antioxidant	Beneficial Effects of Olive Oil and Olive Leaf Extract		Beneficial Effects of Olive Oil and Olive Leaf Extract: leaf extracts	Beneficial Effects of Olive Oil and Olive Leaf Extract
PMC5877547	Beneficial Effects of Olive Oil and Olive Leaf Extract: lchemopreventive activity, Anticancer properties,  antimicrobial and antiviral, Antioxidant and anti-atherogenic				
PMC5877547	Beneficial Effects of Olive Oil and Olive Leaf Extract>> Health Benefits of Hydroxytyrosol: scavenge free radicals and reactive oxygen/nitrogen species as well as to activate endogenous antioxidant systems in the body				
PMC5877547	Beneficial Effects of Olive Oil and Olive Leaf Extract >> Beneficial Properties of Oleuropein: anti-angiogenic				
PMC5877547	Antineoplastic Properties of Olive Oil Polyphenols and the Mechanism of Action:  lower risk of developing cancer. Carcinogenesis				
PMC5877547	Anticancer Activity of Hydroxytyrosol>> regulates the proliferation, apoptosis, angiogenesis, and invasion of cancer cells				
PMC5877547	Anticancer Activity of Hydroxytyrosol>> Oleuropein as Anticancer Agent: anticancer activity				
PMC5878871	Materials and Methods >> Evaluation of Topical Anti-Inflammatory Effect: inflammatory stimulus	Materials and Methods >> Plant Material and Extraction of Essential Oil:  Lavandula angustifolia	Materials and Methods >> Plant Material and Extraction of Essential Oil: eaves and stem	Materials and Methods >> Plant Material and Extraction of Essential Oil: steam distillation	Materials and Methods >> Plant Material and Extraction of Essential Oil: Brazil
PMC5878871	Materials and Methods >> Evaluation of Systemic Anti-Inflammatory Effect: Anti-Inflammatory				
PMC5878871	Materials and Methods >> Determination of Myeloperoxidase (MPO) Activity: myeloperoxidase (MPO) activity				
PMC5878871	Results >> In Vitro Chemotactic Effect of LEO:chemotactic effects 				
PMC5878871	Results >> Effects of LEO on the Topical Inflammation Induced by Croton Oil: Topical Inflammation 				
PMC5884000	The potential efficacy of N. sativa fixed oil in treatment of sinusitis>> The anti-histaminic, anti-oxidant and anti-inflammatory effects of N. sativa seed fixed oil: anti-inflammatory, anti-histaminic and antioxidant effects, anti-histaminic, anti-inflammatory and immunoboosting effects				
PMC5884000	The potential efficacy of N. sativa fixed oil in treatment of sinusitis >> Immunomodulatory effects of N. sativa seed fixed oil: immunomodulatory effects				
PMC5884000	The potential efficacy of N. sativa fixed oil in treatment of sinusitis >> Antimicrobial effects of N. sativa fixed oil: antimicrobial activity, antiviral				
PMC5884000	The potential efficacy of N. sativa fixed oil in treatment of sinusitis >> Analgesic effects of N. sativa fixed oil:  analgesic effects				
PMC5885327	Results >>  anti-trichomonal, anti-protozoal	Results >>   In vitro   results : P. roseum			
PMC5896386	Results and Discussion >> Antioxidant activity: antioxidant	Material and Methods >> Plant material:Tagetes minuta L		Material and Methods >> Essential oil isolation:  Air-dried, aerial parts, flowering,  hydrodistillation	Material and Methods >> Plant material : Province of Guilan (Noth of Iran)
PMC5902937	Methods >> Measurement of in vitro antioxidant activity>>DPPH test:antioxidant activity	Methods>> Materials and reagents:Silybium marianum L	Methods>> Materials and reagents:seeds	Methods>> Seed oil extraction, saponification and thin layer chromatography: dried , chloroform/methanol	Methods>> Materials and reagents :Sousse (Centre of Tunisia)
PMC5902937	Methods >> Measurement of in vitro antioxidant activity >>ABTS antioxidant assay:ABTS radical scavenging				
PMC5902937	Methods >> Measurement of in vitro anti-arthritic activity : anti-arthritic 				
PMC5902937	Results and discussion>>Antioxidant activity:Antioxidant activity,radical scavenging assays DPPH and ABTS	Results and discussion		Results and discussion	
PMC5902937	Results and discussion>>In vitro anti-arthritic activity: anti-arthritic				
PMC5905380	Materials and Methods >> Acute Toxicity of Essential Oils to Cx. pipiens and Cx. restuans Larvae: Ovicidal Activity of Essential Oils	Materials and Methods >> Acute Toxicity of Essential Oils to Cx. pipiens and Cx. restuans Larvae: Cx. pipiens and Cx. restuans		Materials and Methods >> Acute Toxicity of Essential Oils to Cx. pipiens and Cx. restuans Larvae: steam distillation	Materials and Methods: Peoria
PMC5905380	Results >> Ovicidal and Larvicidal Activity of Garlic and Asafoetida Essential Oils:  Ovicidal and Larvicidal 		Materials and Methods >> Acute Toxicity of Essential Oils to Cx. pipiens and Cx. restuans Larvae: bulbs (garlic) and stem and roots (asafoetida)		
PMC5918559	Results>> In vitro anthelmintic activity: anthelmintic activity				
PMC5921405	MATERIALS AND METHODS >> Antibacterial activity: antimicrobial	MATERIALS AND METHODS >> Extraction of the essential oil:	MATERIALS AND METHODS >> Extraction of the essential oil :aerial parts	MATERIALS AND METHODS >> Extraction of the essential oil :	MATERIALS AND METHODS >> Extraction of the essential oil :Haji Abad, Iran
PMC5921405	RESULTS >> Antibacterial activity: Antibacterial			RESULTS >> Chemical composition of myrtle essential oil: hydrodistillation	
PMC5933022	Materials and Methods >>  Antimicrobial Activity: Antimicrobial 	Materials and Methods >> Materials:  thyme	Materials and Methods		
PMC5933022	Results >> Antimicrobial Test: Antimicrobial 				
PMC5933692	Materials and methods >> Anti- and pro-oxidant activity: Anti- and pro-oxidant 	Materials and methods >> Plant material: G. rosmarinifolia	Materials and methods >> Plant material: leaves	Materials and methods >> Plant material:hydrodistillation	Materials and methods
PMC5933692	Results >> In vitro anticancer and pro-oxidant activity: anticancer and pro-oxidant 	Results >> In vitro anticancer and pro-oxidant activity: G. rosmarinifolia			
PMC5937097	Experimental >> Anti-epimastigote activity test:  Anti-epimastigote 	Experimental >>   Plant material and obtaining the essential oil :  P. tuberculatum	Experimental >> Plant material and obtaining the essential oil :  fruits	Experimental >>    Plant material and obtaining the essential oil : hydrodistillation	Experimental >> Plant material and obtaining the essential oil : city of Barbalha, State of CearÃ¡, Brazil
PMC5937097	Experimental >> Anti-promastigote activity test: Anti-promastigote 				
PMC5937097	Experimental >> Cytotoxicity test: Cytotoxicity 				
PMC5937097	Results and Discussion :antiparasitic activity	Results and Discussion: P. tuberculatum, Piper aduncum,  Piper amalago,  Piper arboreum,  Piper cernuum,  Piper hispidum,  Piper regnelii,  Piper submarginalum,  Piper vicosanum e  Pothomorphe umbellata			
PMC5938542	Results and Discussion >> Pinus roxburghii inhibits TNF-Î± induced NF-ÎºB activation in a dose-dependent manner:  inhibition in NF-ÎºB activation	Results and Discussion:  P. roxburghii	Results and Discussion	Results and Discussion	Results and Discussion
PMC5938542	Results and Discussion >> Pinus roxburghii represses TNF-Î±-induced NF-ÎºB-dependent gene products associated with survival, proliferation, invasion, and metastasis :  inhibited the survival of cancer cells				
PMC5940754	Material and Methods >> Ovicidal activity: ovicidal activity	Material and Methods >>  Plant material, essential oil extraction and characterization : Siparuna guianensis			Material and Methods >> Plant material, essential oil extraction and characterization : Central Brazil
PMC5940754	Results >> Ovicidal bioassays:ovicidal	Results >> Essential oil composition:  S. guianensis			
PMC5945564	Results and discussion>>Yield and composition of the oils:Psidium guineense	Experimental >> Plant material: Psidium guineense	Experimental >> Plant material : leaf	Experimental	Experimental >> Plant material: Brazil
PMC5945564	Results and discussion>>Yield and composition of the oils: anti-inflammatory and antibacterial	Results and discussion>>Yield and composition of the oils:Psidium guineense	Results and discussion>>Yield and composition of the oils:fruits		Results and discussion>>Yield and composition of the oils:state (PA), Brazil
PMC5947909	Methods >> Mosquito larvicidal assay: Larvicidal activity				
PMC5947909	Results and discussion >> Larvicidal assays:  Larvicidal	Results and discussion >> Chemical composition of the essential oil: Zanthoxylum acanthopodium			
PMC5954905	Pharmacological Profile >> Cytotoxic and Anticancer Effects: anticancer activity	Pharmacological Profile	Pharmacological Profile	Pharmacological Profile	Pharmacological Profile
PMC5954905	Pharmacological Profile >> Anxiolytic and Sedative effects: anxiolytic and sedative effects				
PMC5954905	Pharmacological Profile >> Antidiabetic Effects:  antidiabetic				
PMC5954905	Pharmacological Profile >> Antiobesity Effects: Antiobesity 				
PMC5954905	Pharmacological Profile >> Effects on the Cardiovascular System: cardiovascular effects				
PMC5954905	Pharmacological Profile >> Effect on Microorganisms: antimicrobial				
PMC5954905	Pharmacological Profile >> Pesticidal Effects: pest fumigant activity 				
PMC5954905	Pharmacological Profile >> Antioxidant Effects: antioxident				
PMC5954905	Pharmacological Profile >> Antiulcer Effects: antiulcer				
PMC5957362	Materials and methods >> Cytotoxicity assay: Cytotoxicity 	Materials and methods >> Plant material: Cymbopogon citratus (DC),  Pelargonium graveolens, Vetiveria zizanioides (L.)	Materials and methods >> Plant material: Fresh leaves , roots	Materials and methods >> Essential oil isolation and analysis: hydrodistillation	
PMC5957362	Materials and methods >> Cytoprotective effect of the essential oils against RRV-T48: Cytoprotective 				
PMC5957362	Materials and methods >> Virucidal activity of the essential oils against RRV-T48 and entry assay:  Virucidal activity				
PMC5957362	Results >> Cytoprotective effect of the essential oils against RRV-T48: antiviral activity: Cytoprotective	Results >> Chemical composition and cytotoxicity of essential oils:			
PMC5957362	Results >> Virucidal activity of essential oils against RRV-T48 and entry assay: Virucidal activity				
PMC5957362	Results >> Inhibition of RRV-renLuc replication by the essential oils: luciferase activity 				
PMC5958151	Materials and Methods >> The Determination of the Minimal Inhibitory Concentration (MIC) of Essential Oils: microbial activity	Materials and Methods >> Essential Oils Used in the Experiments >> Plant Material:  T. vulgaris L.â€”thyme, O. vulgare ssp. hirtum (Link) letswaartâ€”Greek oregano, Origanum majorana L.â€”marjoram, Mentha Ã— piperita L.â€”peppermint, A. ursinum L.â€”bear garlic	Materials and Methods (stems, leaves and inflorescences)	Materials and Methods >> Qualitative and Quantitative Analysis of EO: distillation	Materials and Methods >>  Essential Oils Used in the Experiments >> Plant Material : Lublin
PMC5958191	Biological activities :  antioxidant, antimicrobial, anti-diabetic, anti-spasmodic, hypertension, hepatotoxicity, lipid lowering activity, anti-inflammatory, anticancer, and memory disorders	Botany: M. peregrina, Moringa species	Botany >>  :  leaves	Botany	Distribution: Arabian Peninsula, Iran, Yemen, Somalia, Syria, Palestine , Oman
PMC5958191	Antioxidant: antioxident				
PMC5958191	Antimicrobial: antimicrobial				
PMC5958191	Anti-diabetic:anti-diabetic				
PMC5958191	Anti-spasmodic: anti-spasmodic				
PMC5958191	Hypertension: hypertension				
PMC5958191	Hepatotoxicity: hepatotoxicity				
PMC5958191	Lipid lowering activity: lipid lowering activity				
PMC5958191	Anti-inflammatory: anti-inflamatory				
PMC5958191	Anti-cancer: anti-cancer				
PMC5958191	Memory disorders: learning capacity and memory				
PMC5958191	Molecules from M. peregrina and its biological activity :antibacterial, Antimicrobial				
PMC5960548	Materials and Methods >> Antioxidative Activity >> DPPH Assay: Antioxidative 	Materials and Methods >> Plant Material:   Melaleuca alternifolia (M. alternifolia)	Materials and Methods >> Plant Material:	Materials and Methods >> Plant Material: Air-dried,  hydrodistilled	Materials and Methods >> Plant Material:  Zhaoqing City of Guangdong Province
PMC5960548	Materials and Methods >> Antioxidative Activity >> TBARS Assay: Antioxidative				
PMC5960548	Materials and Methods >> Hydroxyl Radical Scavenging Activity:  hydroxyl radical scavenging activity				
PMC5960548	Materials and Methods >> Antibacterial Activity >> Minimum Inhibitory Concentration (MIC) and Minimum Bactericidal Concentration (MBC) : anti-microbial				
PMC5960548	Results and Discussion >> Antioxidant Activity: antioxidant activity	Results and Discussion >>Chemical Composition of the Melaleuca alternifolia Essential Oil: M. alternifolia	Results and Discussion >>Chemical Composition of the Melaleuca alternifolia Essential Oil:	Results and Discussion >> Chemical Composition of the Melaleuca alternifolia Essential Oil: hydrodistillation	Results and Discussion
PMC5960548	Results and Discussion >> hydroxyl radical scavenging properties: antioxident				
PMC5960548	Results and Discussion >> Antibacterial Activity:  Antibacterial 				
PMC5963643	Experimental >> Antioxidant Activity >> DPPH assay:  Antioxidant 	Experimental >>   Collection of plant material : O. majorana ,	Experimental >> Isolation of the essential oil: aerial parts	Experimental >> Isolation of the essential oil: air-dried,  powdered and subjected to hydrodistillation	Experimental >>   Collection of plant material :Alanya (730 m) in Turkey
PMC5963643	Experimental >> Cytotoxicity assay: Cytotoxicity				
PMC5963643	Results and Discussion >> The antioxidant activity: Radical-scavenging activity	Results and Discussion >> Chemical composition of the essential oil:  Origanum majorana			
PMC5964621	Materials and Methods>> Species of the Lamiaceae Family with Potential Analgesic/Antinociceptive Effects:Analgesic/Antinociceptive	Materials and Methods >> Betonica officinalis; Glechoma hederacea; Hyptis pectinata; Lavandula; Leonurus cardiaca; Lamium; Melissa officinalis; Mentha; Marrubium vulgare; Origanum; Ocimum; Rosmarinus officinalis; Salvia; Satureja hortensis; Stachys lavandulifolia; Scutellaria lateriflora; Sideritis; Teucrium; Thymus; Ziziphora tenuior	Materials and Methods	Materials and Methods	Materials and Methods
PMC5964621	Materials and Methods>> In Vivo Evaluation of Phytochemicals Analgesic Activity:  Analgesic 				
PMC5970210	Results >> Acaricidal activities and color deformation effects of the essential oils of M. officinalis cultivated in the three different countries : acaricidal activities	Results>> Acaricidal activities and color deformation effects of the essential oils of M. officinalis cultivated in the three different countries : M. officinalis	Results >> Acaricidal activities and color deformation effects of the essential oils of M. officinalis cultivated in the three different countries	Results >> Acaricidal activities and color deformation effects of the essential oils of M. officinalis cultivated in the three different countries	Results >> Acaricidal activities and color deformation effects of the essential oils of M. officinalis cultivated in the three different countries : France, Ireland, and Serbia
PMC5970210	Results >> Acaricidal activities and color deformation effects of constituents derived from M. officinalis oils from the three different countries:  Acaricidal 				
PMC5977410	Material and methods >> Antioxidant enzymes activities: Antioxidant 	Material and methods>> Plant materials: leaves	Material and methods >> Plant materials: P. lentiscus	Material and methods >> Plant materials: flowering , dried ,	Material and methods >> Plant materials: Ouled Driss in Souk ahras
PMC5977410	Material and methods >>Antioxidant activity assays: Antioxidant 			Material and methods >> Extraction, isolation and identification of PLEO:	
PMC5977410	Results and discussion >> Antioxidant activities >> Antioxidant activities:  Antioxidant 				
PMC5977410	Results and discussion >> Antioxidant enzymes activities: Antioxidant				
PMC5978029	Results and Discussion >> antibacterial activity : antibiotic	Materials and Methods >>  Ocimum basilicum, Lavandula angustifolia	Materials and Methods	Materials and Methods	Materials and Methods
PMC5997812	Materials and Methods >> Antifungal Activity of CMEO: Antifungal 	Materials and Methods >> Collection and Characterization of CMEO >> Collection of Plant Material and Extraction of Essential Oil: C. martinii	Materials and Methods>> Collection and Characterization of CMEO >> Collection of Plant Material and Extraction of Essential Oil:  leaves	Materials and Methods	Materials and Methods
PMC5997812	Results and Discussion >> Antifungal Activity:  Antifungal				
PMC6006875	Materials and Methods >>  Determining the antifungal activity of Origanum vulgare: antifungal 	Materials and Methods >>Essential oil extraction: O. vulgare	Materials and Methods >>Essential oil extraction: Dried leaves	Materials and Methods >>Essential oil extraction: hydrodistillation	
PMC6006875	Materials and Methods >> Minimum inhibitory concentration/minimum fungicidal concentration of Origanum vulgare:  fungicidal 				
PMC6006875	Results >> Antifungal activity of Origanum vulgare: Antifungal				
PMC6011056	Materials and Methods >> Antimicrobial Activity >> Minimum Inhibitory Concentration: Antimicrobial	Materials and Methods >> Essential Oil: C. cassia and  C. zeylanicum	Materials and Methods	Materials and Methods >> Essential Oil : steam distillation	Materials and Methods
PMC6011056	Materials and Methods >> Antimicrobial Activity >>Minimum Bactericidal Concentration: Bactericidal 				
