"Species";"Kingdom";"Phylum";"Class";"Order";"Family";"System";
"Kappaphycus spp.";"Plantae";"Rhodophyta";"Florideophiceae";"Gigartinales";"Solieriaceae";"Marine";
"Kunzea ericoides";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Lagarosiphon major";"Plantae";"Magnoliophyta";"Liliopsida";"Hydrocharitales";"Hydrocharitaceae";"Freshwater";
"Landoltia punctata";"Plantae";"Magnoliophyta";"Liliopsida";"Arales";"Lemnaceae";"Terrestrial";
"Lantana camara";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Verbenaceae";"Terrestrial";
"Launaea intybacea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Lepidium latifolium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Capparales";"Brassicaceae";"Terrestrial";
"Lepidium virginicum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Capparales";"Brassicaceae";"Terrestrial";
"Lespedeza cuneata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Leucaena leucocephala";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Ligustrum lucidum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Oleaceae";"Terrestrial";
"Ligustrum robustum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Oleaceae";"Terrestrial";
"Ligustrum sinense";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Oleaceae";"Terrestrial";
"Ligustrum vulgare";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Oleaceae";"Terrestrial";
"Limnocharis flava";"Plantae";"Magnoliophyta";"Liliopsida";"Alismatales";"Limnocharitaceae";"Terrestrial";
"Limnophila sessiliflora";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Scrophulariaceae";"Terrestrial";
"Linaria vulgaris";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Scrophulariaceae";"Terrestrial";
"Litsea glutinosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Laurales";"Lauraceae";"Terrestrial";
"Livistona chinensis";"Plantae";"Magnoliophyta";"Liliopsida";"Arecales";"Arecaceae";"Terrestrial";
"Lonicera japonica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Dipsacales";"Caprifoliaceae";"Terrestrial";
"Lonicera maackii";"Plantae";"Magnoliophyta";"Magnoliopsida";"Dipsacales";"Caprifoliaceae";"Terrestrial";
"Lotus corniculatus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Ludwigia peruviana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Onagraceae";"Terrestrial";
"Luzula campestris";"Plantae";"Magnoliophyta";"Liliopsida";"Juncales";"Juncaceae";"Terrestrial";
"Lygodium japonicum";"Plantae";"Pteridophyta";"Filicopsida";"Polypodiales";"Lygodiaceae";"Terrestrial";
"Lygodium microphyllum";"Plantae";"Pteridophyta";"Filicopsida";"Polypodiales";"Lygodiaceae";"Terrestrial";
"Lythrum salicaria";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Lythraceae";"Terrestrial";
"Macfadyena unguis-cati";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Bignoniaceae";"Terrestrial";
"Melaleuca quinquenervia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Melastoma candidum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Melastomataceae";"Terrestrial";
"Melia azedarach";"Plantae";"Magnoliophyta";"Magnoliopsida";"Sapindales";"Meliaceae";"Terrestrial";
"Melilotus alba";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Melinis minutiflora";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Merremia peltata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Convolvulaceae";"Terrestrial";
"Merremia tuberosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Convolvulaceae";"Terrestrial";
"Miconia calvescens";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Melastomataceae";"Terrestrial";
"Microstegium vimineum";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Mikania micrantha";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Mimosa diplotricha";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Mimosa pigra";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Mimosa pudica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Miscanthus sinensis";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Montia fontana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Portulacaceae";"Terrestrial";
"Morella faya";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myricales";"Myricaceae";"Terrestrial";
"Morus alba";"Plantae";"Magnoliophyta";"Magnoliopsida";"Urticales";"Moraceae";"Terrestrial";
"Myriophyllum aquaticum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Haloragales";"Haloragaceae";"Terrestrial";
"Myriophyllum heterophyllum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Haloragales";"Haloragaceae";"Terrestrial";
"Myriophyllum spicatum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Haloragales";"Haloragaceae";"Terrestrial";
"Najas minor";"Plantae";"Magnoliophyta";"Liliopsida";"Najadales";"Najadaceae";"Terrestrial";
"Nassella neesiana";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Nassella tenuissima";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Nephrolepis cordifolia";"Plantae";"Pteridophyta";"Filicopsida";"Polypodiales";"Dryopteridaceae";"Terrestrial";
"Neyraudia reynaudiana";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Nicotiana glauca";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Nymphaea odorata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Nymphaeales";"Nymphaeaceae";"Terrestrial";
"Nymphoides peltata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Menyanthaceae";"Terrestrial";
"Nypa fruticans";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Ocimum gratissimum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Lamiaceae";"Terrestrial";
"Oeceoclades maculata";"Plantae";"Magnoliophyta";"Liliopsida";"Orchidales";"Orchidaceae";"Terrestrial";
"Olea europaea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Oleaceae";"Terrestrial";
"Onopordum acanthium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Oplismenus undulatifolius";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Opuntia cochenillifera";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Cactacea";"Terrestrial";
"Opuntia ficus-indica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Cactacea";"Terrestrial";
"Opuntia monacantha";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Cactacea";"Terrestrial";
"Opuntia stricta";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Cactacea";"Terrestrial";
"Oxalis corniculata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Geraniales";"Oxalidaceae";"Terrestrial";
"Oxalis latifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Geraniales";"Oxalidaceae";"Terrestrial";
"Oxalis pes-caprae";"Plantae";"Magnoliophyta";"Magnoliopsida";"Geraniales";"Oxalidaceae";"Terrestrial";
"Oxycaryum cubense";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Cyperaceae";"Terrestrial";
"Paederia foetida";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rubiales";"Rubiaceae";"Terrestrial";
"Panicum repens";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Parthenium hysterophorus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Paspalum scrobiculatum";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Paspalum urvillei";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Paspalum vaginatum";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Passiflora edulis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Passifloraceae";"Terrestrial";
"Passiflora foetida";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Passifloraceae";"Terrestrial";
"Passiflora maliformis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Passifloraceae";"Terrestrial";
"Passiflora suberosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Passifloraceae";"Terrestrial";
"Passiflora tarminiana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Passifloraceae";"Terrestrial";
"Paulownia tomentosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Scrophulariaceae";"Terrestrial";
"Persicaria perfoliata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygonales";"Polygonaceae";"Terrestrial";
"Phalaris arundinacea";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Phoenix canariensis";"Plantae";"Magnoliophyta";"Liliopsida";"Arecales";"Arecaceae";"Terrestrial";
"Phormium tenax";"Plantae";"Magnoliophyta";"Liliopsida";"Liliales";"Agavaceae";"Terrestrial";
"Phragmites australis";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Phyllostachys flexuosa";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Phymatosorus scolopendria";"Plantae";"Pteridophyta";"Filicopsida";"Polypodiales";"	Polypodiaceae";"Terrestrial";
"Physalis peruviana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Pimenta dioica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Pinus";"Plantae";"Coniferophyta";"Pinopsida";"Pinales";"Pinaceae";"Terrestrial";
"Pinus caribaea";"Plantae";"Coniferophyta";"Pinopsida";"Pinales";"Pinaceae";"Terrestrial";
"Pinus pinaster";"Plantae";"Coniferophyta";"Pinopsida";"Pinales";"Pinaceae";"Terrestrial";
"Piper aduncum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Piperales";"Piperaceae";"Terrestrial";
"Pistia stratiotes";"Plantae";"Magnoliophyta";"Liliopsida";"Arales";"Araceae";"Terrestrial";
"Pittosporum tenuifolium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Pittosporaceae";"Terrestrial";
"Pittosporum undulatum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Pittosporaceae";"Terrestrial";
"Pittosporum viridiflorum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Pittosporaceae";"Terrestrial";
"Pluchea carolinensis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Pluchea indica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Poa annua";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Poa pratensis";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Polygala paniculata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygalales";"Polygalaceae";"Terrestrial";
"Polygonum cuspidatum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygonales";"Polygonaceae";"Terrestrial";
"Polysiphonia brodiei";"Plantae";"Rhodophyta";"Rhodophyceae";"Ceramiales";"Rhodomelaceae";"Marine";
"Populus alba";"Plantae";"Magnoliophyta";"Magnoliopsida";"Salicales";"Salicaceae";"Terrestrial";
"Potamogeton crispus";"Plantae";"Magnoliophyta";"Liliopsida";"Najadales";"Potamogetonaceae";"Terrestrial";
"Potamogeton perfoliatus";"Plantae";"Magnoliophyta";"Liliopsida";"Najadales";"Potamogetonaceae";"Terrestrial";
"Prosopis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Prosopis glandulosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Prosopis juliflora";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Prunus campanulata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Psidium cattleianum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Psidium guajava";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Psoralea pinnata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Pteris cretica";"Plantae";"Pteridophyta";"Filicopsida";"Polypodiales";"Pteridaceae";"Terrestrial";
"Pueraria montana var. lobata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Pyrus calleryana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Ranunculus ficaria";"Plantae";"Magnoliophyta";"Magnoliopsida";"Ranunculales";"Ranunculaceae";"Terrestrial";
"Rhamnus alaternus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rhamnales";"Rhamnaceae";"Terrestrial";
"Rhamnus cathartica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rhamnales";"Rhamnaceae";"Terrestrial";
"Rhizophora mangle";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rhizophorales";"Rhizophoraceae";"Terrestrial";
"Rhododendron ponticum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Ericales";"Ericaceae";"Terrestrial";
"Rhodomyrtus tomentosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Rhus longipes";"Plantae";"Magnoliophyta";"Magnoliopsida";"Sapindales";"Anacardiaceae";"Terrestrial";
"Ricinus communis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Euphorbiales";"Euphorbiaceae";"Terrestrial";
"Robinia pseudoacacia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Rosa bracteata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rosa multiflora";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rottboellia cochinchinensis";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Rubus alceifolius";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus discolor";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus ellipticus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus moluccanus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus niveus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus pinnatus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus rosifolius";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Ruellia brevifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Acanthaceae";"Terrestrial";
"Rumex acetosella";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygonales";"Polygonaceae";"Terrestrial";
"Rumex crispus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygonales";"Polygonaceae";"Terrestrial";
"Rumex obtusifolius";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygonales";"Polygonaceae";"Terrestrial";
"Sacciolepis indica";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Sagina procumbens";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Caryophyllaceae";"Terrestrial";
"Sagittaria platyphylla";"Plantae";"Magnoliophyta";"Liliopsida";"Alismatales";"Alismataceae";"Terrestrial";
"Sagittaria sagittifolia";"Plantae";"Magnoliophyta";"Liliopsida";"Alismatales";"Alismataceae";"Terrestrial";
"Salix babylonica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Malpighiales";"Salicaceae";"Terrestrial";
"Salix cinerea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Malpighiales";"Salicaceae";"Terrestrial";
"Salix humboldtiana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Malpighiales";"Salicaceae";"Terrestrial";
"Salsola tragus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Chenopodiaceae";"Terrestrial";
"Salvinia minima";"Plantae";"Pteridophyta";"Filicopsida";"Hydropteridales";"Salviniaceae";"Terrestrial";
"Salvinia molesta";"Plantae";"Pteridophyta";"Filicopsida";"Hydropteridales";"Salviniaceae";"Terrestrial";
"Samanea saman";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Sansevieria hyacinthoides";"Plantae";"Magnoliophyta";"Liliopsida";"Liliales";"Liliaceae";"Terrestrial";
"Sansevieria trifasciata";"Plantae";"Magnoliophyta";"Liliopsida";"Liliales";"Liliaceae";"Terrestrial";
"Sargassum fluitans";"Plantae";"Phaeophycophyta";"Phaeophyceae";"Fucales";"Sargassaceae";"Marine";
"Sargassum muticum";"Plantae";"Phaeophycophyta";"Phaeophyceae";"Fucales";"Sargassaceae";"Marine";
"Scaevola sericea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Campanulales";"Goodeniaceae";"Terrestrial";
"Schefflera actinophylla";"Plantae";"Magnoliophyta";"Magnoliopsida";"Apiales";"Araliaceae";"Terrestrial";
"Schinus terebinthifolius";"Plantae";"Magnoliophyta";"Magnoliopsida";"Sapindales";"Anacardiaceae";"Terrestrial";
"Schismus barbatus";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Sechium edule";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Cucurbitaceae";"Terrestrial";
"Senecio angulatus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senecio inaequidens";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senecio jacobaea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senecio squalidus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senecio viscosus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senecio vulgaris";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senegalia catechu";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Undefined";
"Sesbania punicea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Setaria verticillata";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Solanum mauritianum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solanum seaforthianum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solanum sisymbriifolium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solanum tampicense";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solanum torvum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solanum viarum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Sonchus asper";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Sonchus oleraceus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Sorghum halepense";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Spartina alterniflora";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Spartina anglica";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Spartina densiflora";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Spathodea campanulata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Bignoniaceae";"Terrestrial";
"Spermacoce verticillata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rubiales";"Rubiaceae";"Terrestrial";
"Sphagneticola trilobata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Spiraea japonica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Sporobolus africanus";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Stellaria alsine";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Caryophyllaceae";"Terrestrial";
"Stellaria media";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Caryophyllaceae";"Terrestrial";
"Striga asiatica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Scrophulariaceae";"Terrestrial";
"Strobilanthes hamiltonianus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Acanthaceae";"Terrestrial";
"Syngonium podophyllum";"Plantae";"Magnoliophyta";"Liliopsida";"Arales";"Araceae";"Terrestrial";
"Syzygium cumini";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Syzygium jambos";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Tabebuia heterophylla";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Bignoniaceae";"Terrestrial";
"Tamarix aphylla";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Tamaricaceae";"Terrestrial";
"Tamarix parviflora";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Tamaricaceae";"Terrestrial";
"Tamarix ramosissima";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Tamaricaceae";"Terrestrial";
"Taraxacum officinale";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Tecoma capensis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Bignoniaceae";"Terrestrial";
"Tecoma stans";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Bignoniaceae";"Terrestrial";
"Terminalia catappa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Combretaceae";"Terrestrial";
"Thevetia peruviana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Gentianales";"Apocynaceae";"Terrestrial";
"Thunbergia grandiflora";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Acanthaceae";"Terrestrial";
"Tibouchina urvilleana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Melastomataceae";"Terrestrial";
"Tithonia diversifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Trachycarpus fortunei";"Plantae";"Magnoliophyta";"Liliopsida";"Arecales";"Arecaceae";"Terrestrial";
"Tradescantia fluminensis";"Plantae";"Magnoliophyta";"Liliopsida";"Commelinales";"Commelinaceae";"Terrestrial";
"Tradescantia spathacea";"Plantae";"Magnoliophyta";"Liliopsida";"Commelinales";"Commelinaceae";"Terrestrial";
"Trapa natans";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Trapaceae";"Terrestrial";
"Triadica sebifera";"Plantae";"Magnoliophyta";"Magnoliopsida";"Euphorbiales";"Euphorbiaceae";"Terrestrial";
"Trifolium dubium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Trifolium repens";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Triphasia trifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Sapindales";"Rutaceae";"Terrestrial";
"Tussilago farfara";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Typha latifolia";"Plantae";"Magnoliophyta";"Liliopsida";"Typhales";"Typhaceae";"Terrestrial";
"Ulex europaeus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Undaria pinnatifida";"Plantae";"Phaeophycophyta";"Phaeophyceae";"Laminariales";"Alariaceae";"Marine";
"Urochloa maxima";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Urochloa mutica";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Utricularia gibba";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Lentibulariaceae";"Terrestrial";
"Vachellia drepanolobium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Vallisneria nana";"Plantae";"Magnoliophyta";"Liliopsida";"Hydrocharitales";"Hydrocharitaceae";"Terrestrial";
"Vallisneria spiralis";"Plantae";"Magnoliophyta";"Liliopsida";"Hydrocharitales";"Hydrocharitaceae";"Terrestrial";
"Verbascum thapsus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Scrophulariaceae";"Terrestrial";
"Verbena brasiliensis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Verbenaceae";"Terrestrial";
"Verbena rigida";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Verbenaceae";"Terrestrial";
"Veronica serpyllifolia ssp. serpyllifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Icacinales";"Plantaginaceae";"Terrestrial";
